"card_txn_id";"card_id";"amount";"txn_date";"merchant_name";"city"
30737;8326;13153.12;"2024-10-19 14:34:44";"Ganguly Inc";"Thane"
30738;44819;10647.73;"2024-09-09 13:42:32";"Butala-Dey";"Nagpur"
30739;19075;16564.16;"2024-10-06 15:01:31";"Shetty-Kanda";"Ahmednagar"
30740;48568;490.53;"2024-02-29 04:53:22";"Rajagopalan-Lalla";"Pune"
30741;12826;3492.58;"2025-03-12 13:55:04";"Dada, Baral and Deep";"Nagpur"
30742;2914;18768.85;"2025-01-11 19:27:47";"Ganguly, Dua and Arora";"Satara"
30743;32719;6285.6;"2025-05-14 11:42:06";"Varghese, Gulati and Dhar";"Aurangabad"
30744;8210;10409.12;"2024-09-20 15:20:02";"Bala-Lall";"Solapur"
30745;7134;19102.1;"2025-11-21 19:16:15";"Comar-Sahni";"Solapur"
30746;49490;3245.55;"2024-09-21 21:16:00";"Cheema and Sons";"Thane"
30747;31553;16154.28;"2025-08-20 16:16:16";"Borra, Purohit and Rau";"Aurangabad"
30748;687;13344.79;"2024-10-25 00:55:34";"Devan Group";"Ahmednagar"
30749;16974;15397.24;"2024-11-17 06:59:56";"Shere PLC";"Nagpur"
30750;39436;3864.02;"2024-11-07 21:36:03";"Natt, Pal and Lanka";"Solapur"
30751;19325;17913.87;"2024-12-22 10:27:13";"Shukla Group";"Aurangabad"
30752;20609;8150.87;"2025-11-19 20:24:03";"Gill-Kar";"Aurangabad"
30753;34184;14106.93;"2025-11-24 13:24:48";"Dubey, Gade and Dar";"Ahmednagar"
30754;7500;19109.3;"2025-05-27 19:42:33";"Murthy-Sridhar";"Nagpur"
30755;8009;17821.42;"2024-07-16 04:48:01";"Kara-Badami";"Mumbai"
30756;41104;19281.11;"2025-05-06 13:19:16";"Jani Ltd";"Kolhapur"
30757;20300;1911.37;"2025-10-29 07:59:39";"Contractor, Parsa and Hayer";"Ahmednagar"
30758;49080;19197.55;"2024-12-02 04:17:18";"Thakur, Singh and Nadig";"Mumbai"
30759;4979;7431.64;"2025-03-14 15:47:41";"Atwal-Ratti";"Satara"
30760;20187;17554.42;"2024-01-04 00:38:24";"Bhatti, Aurora and Krish";"Nagpur"
30761;9572;7734.88;"2024-03-28 21:40:45";"Agrawal Ltd";"Pune"
30762;6721;5505.47;"2025-05-28 21:55:53";"Goda Inc";"Solapur"
30763;27556;4869.75;"2025-11-24 08:22:35";"Ravel-Setty";"Ahmednagar"
30764;30109;2524.87;"2024-08-16 08:57:38";"Puri LLC";"Pune"
30765;48710;17703.82;"2025-02-01 05:51:00";"Bera Group";"Kolhapur"
30766;31927;501.01;"2024-10-28 16:05:45";"Krish LLC";"Ahmednagar"
30767;9895;7185.7;"2025-10-15 05:31:00";"Kota, Golla and Bhalla";"Thane"
30768;40896;19671.91;"2024-07-16 20:19:58";"Guha Group";"Pune"
30769;38846;8081.11;"2024-12-28 20:35:36";"Wable-Khanna";"Satara"
30770;10709;9203.24;"2025-03-20 01:33:31";"Jaggi-Rout";"Pune"
30771;25296;4316.39;"2024-11-09 10:14:23";"Tella, Choudhry and Sagar";"Nagpur"
30772;8570;19582.44;"2025-02-18 07:25:01";"Gokhale Ltd";"Kolhapur"
30773;16444;19036.59;"2024-08-17 12:51:54";"Narayanan Ltd";"Kolhapur"
30774;19772;19879.37;"2025-02-28 01:48:49";"Khalsa Ltd";"Mumbai"
30775;17701;17690.38;"2024-05-08 18:57:30";"Manne-Brahmbhatt";"Ahmednagar"
30776;48563;16516.06;"2025-06-08 20:29:20";"Bava Inc";"Thane"
30777;24056;18823.06;"2024-09-05 16:32:11";"Dubey PLC";"Nashik"
30778;48914;12001.88;"2025-10-27 18:32:40";"Jha-Shroff";"Mumbai"
30779;20549;14912.85;"2024-03-18 07:16:42";"Krishnan-Memon";"Ahmednagar"
30780;46518;17467.02;"2023-12-29 00:42:05";"Cherian Inc";"Ahmednagar"
30781;6402;4182.17;"2024-08-24 17:15:11";"Bhargava, Kata and Pau";"Ahmednagar"
30782;41340;4914.87;"2024-07-07 19:16:53";"Reddy, Mangat and Dhingra";"Kolhapur"
30783;8534;1129.83;"2024-06-16 01:14:30";"Mane-Uppal";"Ahmednagar"
30784;23991;11259.86;"2025-10-05 08:42:31";"Ramachandran-Mukherjee";"Solapur"
30785;26032;7624.98;"2024-06-05 01:43:26";"Mahal, Baria and Pau";"Kolhapur"
30786;15361;18927.78;"2025-06-15 00:23:53";"Pradhan-Sankaran";"Nashik"
30787;17791;7519.62;"2025-01-02 16:20:36";"Chacko, Bhattacharyya and Datta";"Satara"
30788;15311;13054.84;"2025-03-25 12:06:31";"Vasa-Menon";"Kolhapur"
30789;27625;6604.02;"2025-10-31 04:37:15";"Khalsa Inc";"Kolhapur"
30790;38117;13068.8;"2025-02-24 05:45:54";"Palla PLC";"Ahmednagar"
30791;10186;1163.52;"2025-10-23 19:16:13";"Hans-Kunda";"Pune"
30792;9185;2988.45;"2025-03-09 15:00:27";"Hegde and Sons";"Mumbai"
30793;3364;6807.4;"2024-10-15 18:32:01";"Karan Ltd";"Pune"
30794;39589;13967.79;"2025-01-26 16:59:24";"Chakraborty Group";"Nagpur"
30795;22189;10680.43;"2025-07-11 08:34:16";"Natt, Ratti and Sharma";"Kolhapur"
30796;31884;2958.1;"2025-03-05 17:50:32";"Nayar, Raghavan and Choudhry";"Pune"
30797;48600;9277.65;"2024-04-28 01:39:45";"Soni, Sehgal and Pathak";"Nashik"
30798;38539;7294.21;"2024-09-13 01:52:58";"Bumb, Datta and Krishnamurthy";"Solapur"
30799;17694;18677.19;"2024-07-10 15:18:46";"Sastry-Bora";"Pune"
30800;15639;3248.25;"2024-04-10 09:49:21";"Soni-Chand";"Thane"
30801;13417;13396.37;"2025-05-01 23:59:36";"Chaudhry, Dugal and Ahluwalia";"Satara"
30802;14218;4051.03;"2025-10-31 18:04:53";"Thakkar, Dass and Sahni";"Thane"
30803;43270;11099.17;"2025-10-25 08:53:27";"Parikh-Sandal";"Kolhapur"
30804;11829;1672.33;"2024-11-28 04:03:51";"Baral, Shetty and Pillai";"Satara"
30805;13530;19817.64;"2025-11-26 12:12:14";"Pai LLC";"Nagpur"
30806;4982;5818.96;"2024-12-22 23:22:18";"Om, Nair and Jain";"Pune"
30807;41580;9557.79;"2024-09-04 14:11:14";"Chaudhari Inc";"Mumbai"
30808;11608;18051.69;"2025-06-07 17:44:44";"Mangat, Parsa and Dara";"Satara"
30809;10401;19185.21;"2024-07-28 23:21:13";"Char, Buch and Vyas";"Ahmednagar"
30810;30992;13107.61;"2024-12-11 21:27:21";"Prabhakar-Goyal";"Thane"
30811;36596;16219.98;"2025-11-15 09:06:25";"Bhakta, Boase and Mody";"Satara"
30812;17810;1204.1;"2025-03-31 13:26:41";"Sandal Ltd";"Ahmednagar"
30813;30390;10776.5;"2025-03-04 09:20:15";"Oak, Ranganathan and Narayanan";"Aurangabad"
30814;35345;12121.73;"2025-10-05 18:05:00";"Chakrabarti-Sankar";"Thane"
30815;34847;18568.15;"2024-12-01 11:01:27";"Nagar Group";"Mumbai"
30816;5652;3136.08;"2025-10-30 22:53:04";"Mistry PLC";"Thane"
30817;39677;11068.59;"2024-08-28 10:27:25";"Dixit-Grewal";"Nashik"
30818;37680;5430.52;"2025-08-13 19:08:48";"Acharya and Sons";"Satara"
30819;27471;10439.55;"2024-07-09 16:52:47";"Goswami and Sons";"Nashik"
30820;20668;9707.24;"2025-02-05 04:42:52";"Natt-Khurana";"Pune"
30821;33625;2558.14;"2024-06-21 05:24:48";"Khanna, Nigam and Ravel";"Mumbai"
30822;43981;14856.18;"2024-11-10 15:47:31";"Raghavan-Agarwal";"Solapur"
30823;41605;2054.96;"2024-09-07 15:43:01";"Seth, Mannan and Ram";"Aurangabad"
30824;17757;15508.84;"2024-07-29 22:05:15";"Bedi-Maharaj";"Mumbai"
30825;5155;1055.67;"2024-11-25 01:32:36";"Krishnamurthy-Comar";"Nagpur"
30826;1266;15996.62;"2024-10-28 17:41:15";"Kanda, Wali and Samra";"Pune"
30827;38273;6522.52;"2024-04-07 17:53:47";"Kant-Sarin";"Aurangabad"
30828;3601;15094.51;"2025-05-31 21:31:43";"Ben-Bose";"Thane"
30829;6523;18176.48;"2024-06-13 06:53:20";"Chada-Balan";"Thane"
30830;33387;13737.47;"2024-02-20 12:57:00";"Grover-Dhawan";"Mumbai"
30831;29209;3411.04;"2025-11-25 07:32:07";"Kalla, Prabhakar and Gera";"Satara"
30832;28748;18231.58;"2024-11-21 03:38:59";"Mangal-Korpal";"Thane"
30833;45721;12777.21;"2023-12-15 08:11:27";"Roy, Ahuja and Chandra";"Kolhapur"
30834;29842;3037.58;"2024-03-02 01:54:50";"Varghese, Dave and Mukherjee";"Pune"
30835;9332;14284.73;"2024-04-15 21:44:50";"Narula PLC";"Pune"
30836;10795;18108.48;"2025-01-01 16:25:26";"Hora, Mander and Chatterjee";"Satara"
30837;29631;19105.2;"2023-12-22 09:03:49";"Iyengar, Garg and Raj";"Kolhapur"
30838;20761;17790.09;"2025-08-11 01:19:42";"Buch, Bhasin and Bose";"Thane"
30839;26932;12900.79;"2025-09-15 09:24:24";"Warrior PLC";"Kolhapur"
30840;25632;15942.3;"2025-05-30 18:17:44";"Datta LLC";"Thane"
30841;49029;2938.41;"2025-10-16 18:40:49";"Patla LLC";"Kolhapur"
30842;42930;8481.06;"2024-03-30 09:12:35";"Krishnamurthy, Parsa and Loyal";"Satara"
30843;25560;1993.65;"2025-11-30 18:25:09";"Panchal, Rau and Bahri";"Nashik"
30844;46015;6690.04;"2024-12-09 15:47:48";"Dugar, Patla and Parekh";"Kolhapur"
30845;5531;11868.02;"2024-12-03 00:59:06";"Bakshi Inc";"Kolhapur"
30846;37126;13752.76;"2024-06-01 18:47:52";"Cheema Ltd";"Pune"
30847;43692;13457.57;"2025-01-05 13:02:50";"Atwal, Narayanan and Issac";"Satara"
30848;34654;14685.47;"2024-10-27 00:00:51";"Ahluwalia and Sons";"Mumbai"
30849;10036;13911.1;"2024-12-03 18:09:01";"Wali-Rama";"Nashik"
30850;9690;4730.05;"2025-06-13 04:11:13";"Setty-Sidhu";"Kolhapur"
30851;48427;5323.2;"2025-06-04 03:03:53";"Choudhry, Bajaj and Misra";"Solapur"
30852;27889;2562.59;"2025-01-20 14:17:35";"Madan-Palla";"Satara"
30853;17552;5358.99;"2025-08-17 10:28:04";"Jaggi, Chanda and Chahal";"Mumbai"
30854;37393;19390.25;"2024-07-25 04:48:30";"More LLC";"Nagpur"
30855;24334;164.09;"2025-09-21 18:19:38";"Sagar, Chowdhury and Basak";"Thane"
30856;2510;17694.46;"2025-01-17 16:35:52";"Gera Inc";"Solapur"
30857;37643;1630.52;"2025-03-31 07:05:55";"Chakraborty-Sha";"Ahmednagar"
30858;26396;12865.3;"2024-04-26 00:47:36";"Mukherjee-Dutt";"Ahmednagar"
30859;18523;14694.73;"2025-05-20 19:46:06";"Upadhyay, Lal and Pingle";"Nashik"
30860;30754;1979.66;"2025-07-12 19:25:26";"Natarajan Group";"Nashik"
30861;33217;11700.58;"2024-12-04 12:39:43";"Bumb Group";"Thane"
30862;49641;798.81;"2024-03-25 06:40:35";"Bahl, Chawla and Dhillon";"Aurangabad"
30863;10187;14320.15;"2024-12-21 22:23:34";"Sen LLC";"Aurangabad"
30864;44036;11508.35;"2025-03-20 19:32:04";"Karpe-Deshmukh";"Mumbai"
30865;15893;9400.92;"2024-09-05 23:30:46";"Gandhi, Nanda and Khurana";"Kolhapur"
30866;35839;3158.09;"2025-05-16 07:37:21";"Sule-Sen";"Pune"
30867;18016;1817.46;"2024-10-02 22:09:26";"Singhal and Sons";"Aurangabad"
30868;21790;13443.7;"2024-12-29 02:48:43";"Varughese-Ahluwalia";"Aurangabad"
30869;37362;12688.58;"2025-08-13 19:24:43";"Kulkarni LLC";"Pune"
30870;11053;10487.77;"2025-03-04 13:59:14";"Batta Group";"Nashik"
30871;23403;3362.7;"2023-12-15 19:38:25";"Handa Ltd";"Thane"
30872;15017;1388.06;"2025-08-31 14:01:54";"Mahajan, Chander and Sridhar";"Pune"
30873;37121;12533.36;"2024-06-24 05:57:19";"Savant-Kohli";"Kolhapur"
30874;3237;2394.43;"2024-03-06 07:04:39";"Ramesh Inc";"Pune"
30875;48800;3166.91;"2025-02-22 05:06:26";"Ahuja, Babu and Wagle";"Ahmednagar"
30876;3213;9748.04;"2025-04-09 14:31:01";"Mall, Sen and Bava";"Pune"
30877;4773;10999.02;"2024-09-24 06:52:37";"Wason, Sanghvi and Kunda";"Kolhapur"
30878;15913;6520.99;"2023-12-15 11:41:42";"Chatterjee Group";"Nashik"
30879;30626;13640.93;"2025-09-04 09:31:57";"Golla Ltd";"Aurangabad"
30880;8030;17886.44;"2024-06-26 19:18:38";"Chandra, Parekh and Kala";"Nagpur"
30881;38294;8351.09;"2024-11-03 17:56:37";"Andra, Patel and Srivastava";"Nashik"
30882;22304;5326.21;"2025-07-13 06:38:20";"Gara-Buch";"Nagpur"
30883;1190;9574.21;"2025-09-10 22:55:58";"Deshmukh Group";"Kolhapur"
30884;3887;17682.04;"2025-04-11 15:23:34";"Loke, Kumer and Chaudhari";"Nagpur"
30885;29882;4070.81;"2025-04-22 13:27:26";"Bakshi LLC";"Aurangabad"
30886;30522;9513.13;"2024-07-20 04:51:44";"Mutti-Patel";"Nagpur"
30887;32002;907.7;"2024-04-09 02:56:32";"Sur-Vasa";"Satara"
30888;31303;19367.74;"2025-04-30 14:17:39";"Loke-Swaminathan";"Nashik"
30889;9006;9827.13;"2025-11-10 16:31:05";"Om, Mangat and Bala";"Kolhapur"
30890;43026;2054.16;"2024-11-01 01:50:20";"Rai-Kurian";"Mumbai"
30891;19573;14889.03;"2024-06-03 17:33:02";"Kannan Group";"Aurangabad"
30892;2141;12739.2;"2024-06-19 12:18:46";"Sem, Wali and Parekh";"Pune"
30893;15827;12132.51;"2024-11-07 00:53:04";"Om-Raja";"Kolhapur"
30894;22445;5676.57;"2024-11-09 01:55:15";"Doshi-Chada";"Pune"
30895;9126;13265.7;"2024-04-29 14:18:13";"Din, Sahota and Narayan";"Ahmednagar"
30896;7812;6089.82;"2024-12-21 11:23:37";"Kota-Bhat";"Ahmednagar"
30897;39767;16322.06;"2025-07-17 06:55:11";"Naik Inc";"Thane"
30898;20251;13926.6;"2024-12-30 04:36:47";"Guha Ltd";"Solapur"
30899;9392;11557.51;"2024-08-19 09:39:37";"Hegde, Sood and Mani";"Ahmednagar"
30900;15504;3214.27;"2024-09-11 04:53:10";"Gara LLC";"Ahmednagar"
30901;13862;6131.16;"2024-11-14 14:57:29";"Muni Group";"Nashik"
30902;19005;13744.7;"2024-11-21 17:24:13";"Raj PLC";"Nashik"
30903;33204;14798.84;"2025-08-18 15:46:10";"Apte-Prashad";"Thane"
30904;2069;15929.14;"2024-06-27 21:52:12";"Hari-Kapoor";"Pune"
30905;36259;10417.85;"2025-02-14 17:46:19";"Raghavan-Gokhale";"Kolhapur"
30906;19906;4144.4;"2024-01-17 18:48:39";"Bansal-Dora";"Nagpur"
30907;41853;11522.17;"2024-06-18 01:40:39";"Sankaran-Reddy";"Aurangabad"
30908;35583;2220.23;"2025-11-15 12:13:53";"Morar, Bains and Mutti";"Aurangabad"
30909;38848;17604.8;"2025-02-12 02:22:27";"Singh and Sons";"Thane"
30910;45880;18413.43;"2024-09-17 14:36:34";"Chacko-Saxena";"Thane"
30911;9112;15968.49;"2024-03-31 09:38:46";"Thakkar-Deep";"Mumbai"
30912;22783;14729.73;"2025-02-16 20:22:47";"Luthra and Sons";"Nashik"
30913;26121;9171.99;"2025-07-06 08:42:16";"Kibe, Sathe and Narayan";"Thane"
30914;34051;11265.04;"2024-11-05 17:36:24";"Salvi and Sons";"Solapur"
30915;22716;19231.19;"2025-09-28 22:13:28";"Mahajan-Sinha";"Ahmednagar"
30916;27475;18966.19;"2025-02-19 07:19:30";"Goel Ltd";"Satara"
30917;47257;14339.37;"2025-05-25 18:16:39";"Hayre LLC";"Mumbai"
30918;33630;15888.67;"2024-07-09 08:19:28";"Sarna, Borra and Vyas";"Thane"
30919;16330;25.66;"2024-05-15 05:27:43";"Sekhon, Bala and Mittal";"Pune"
30920;26162;8310.35;"2024-09-05 16:14:43";"Kala, Choudhary and Bumb";"Ahmednagar"
30921;29875;9672.86;"2025-06-27 21:37:27";"Kulkarni, Devi and Kale";"Aurangabad"
30922;3681;13818.95;"2025-09-07 00:11:38";"Sathe LLC";"Nagpur"
30923;14989;19115.31;"2025-07-04 21:50:18";"Muni, Keer and Pandya";"Satara"
30924;7709;15406.85;"2025-01-27 19:04:37";"Chada, Chaudhari and Nadig";"Satara"
30925;5506;11501.25;"2025-07-17 20:39:20";"Kapur Inc";"Nagpur"
30926;45609;8236.64;"2025-11-10 06:12:16";"Subramanian-Kapoor";"Thane"
30927;16172;2600.24;"2025-09-18 13:19:15";"Gade PLC";"Thane"
30928;30767;9807.51;"2025-09-09 13:01:28";"Savant-Lal";"Kolhapur"
30929;12197;3983.01;"2024-01-02 01:43:18";"Sharma and Sons";"Kolhapur"
30930;47053;11054.63;"2025-03-23 17:35:35";"Gera Group";"Nashik"
30931;3365;3813.13;"2024-11-21 01:07:22";"Gandhi, Ganguly and Bose";"Aurangabad"
30932;31145;16510.94;"2025-01-14 20:58:56";"Sheth Group";"Nagpur"
30933;5737;17242.01;"2024-06-08 01:28:29";"Zacharia-Reddy";"Nashik"
30934;36578;1652.63;"2024-04-25 17:01:37";"Bhalla and Sons";"Ahmednagar"
30935;44343;17822.89;"2025-04-26 23:41:21";"Narang Group";"Nashik"
30936;28247;15975.48;"2024-09-24 22:57:09";"Ramesh-Shah";"Nashik"
30937;48377;6959.61;"2024-05-10 18:53:34";"Dewan, Seth and Doshi";"Ahmednagar"
30938;31974;2674.58;"2024-07-09 04:39:01";"Butala, Desai and Hayer";"Nagpur"
30939;6957;18662.51;"2024-12-05 14:03:23";"Kant PLC";"Solapur"
30940;47479;913.66;"2024-09-27 16:33:54";"Mohan-Butala";"Pune"
30941;41316;7909.49;"2024-04-03 23:00:15";"Chokshi Inc";"Kolhapur"
30942;14207;18109.74;"2024-09-19 01:01:19";"Srinivas, Baria and Ram";"Pune"
30943;44554;12211.97;"2025-01-27 09:54:36";"Thakur, Zachariah and Oak";"Ahmednagar"
30944;23909;8881.56;"2024-03-27 23:55:15";"Bava PLC";"Kolhapur"
30945;20884;15188.8;"2025-05-16 04:01:41";"Luthra-Butala";"Nagpur"
30946;15309;6317.04;"2025-09-23 03:51:38";"Taneja LLC";"Nagpur"
30947;10847;17621.81;"2024-02-23 22:54:50";"Bath PLC";"Aurangabad"
30948;11410;15159.31;"2025-06-22 08:14:40";"Comar Ltd";"Aurangabad"
30949;8613;17997.95;"2024-06-14 02:03:29";"Parikh PLC";"Ahmednagar"
30950;30184;16003.65;"2025-03-23 03:27:31";"Mitra-Lata";"Kolhapur"
30951;14847;4879.35;"2025-11-09 12:28:03";"Pillay-Wagle";"Thane"
30952;47023;13723.29;"2024-02-05 05:10:09";"Balay-Talwar";"Kolhapur"
30953;29269;6763.06;"2025-09-26 00:02:05";"Krishna-Hora";"Ahmednagar"
30954;12006;8532.2;"2025-12-05 01:16:01";"Sood-Yohannan";"Nagpur"
30955;28980;9618.46;"2024-01-19 08:02:19";"Ahluwalia-Ravel";"Nashik"
30956;32345;11649.25;"2024-12-31 03:59:34";"Majumdar, Oommen and Borra";"Pune"
30957;32916;3907.52;"2025-08-04 18:05:39";"Nagarajan, Swaminathan and Shere";"Satara"
30958;40186;6780.36;"2025-09-16 12:44:17";"Kata Ltd";"Satara"
30959;48297;19192.58;"2024-02-15 20:03:17";"Sridhar and Sons";"Nashik"
30960;20984;13976.8;"2024-01-15 16:44:32";"Vohra, Lall and Bansal";"Ahmednagar"
30961;23865;4015.7;"2024-03-02 23:21:00";"Padmanabhan, Thaman and Toor";"Solapur"
30962;1238;7256.96;"2024-07-20 00:18:50";"Bhavsar and Sons";"Satara"
30963;31162;12565.83;"2025-02-21 15:09:35";"Sant-Dugar";"Satara"
30964;36464;18539.77;"2025-02-17 07:19:23";"Parmer, Master and Comar";"Thane"
30965;44897;3345.16;"2025-09-28 17:58:50";"Toor Ltd";"Nagpur"
30966;3987;3142.61;"2024-01-31 11:36:00";"Mann PLC";"Thane"
30967;1299;2215.46;"2025-09-09 11:15:30";"Dora-Mangat";"Pune"
30968;14497;11359.73;"2025-02-01 08:56:43";"Thakur-Bhagat";"Solapur"
30969;23580;5708.09;"2025-08-21 11:48:50";"Sankaran-Konda";"Nashik"
30970;38811;3475.76;"2024-04-06 01:44:52";"Ratta, Som and D’Alia";"Pune"
30971;48094;8827.51;"2025-10-01 01:48:16";"Ratta, Mishra and Nagi";"Nashik"
30972;7513;12700.33;"2024-08-23 06:07:56";"Bal-Sur";"Pune"
30973;39160;7261.15;"2025-10-22 08:51:24";"Chokshi, Subramaniam and Barad";"Ahmednagar"
30974;95;6314.65;"2024-04-06 22:57:52";"Subramaniam-Dayal";"Pune"
30975;8216;15011.47;"2025-11-24 10:16:03";"Shroff Inc";"Nashik"
30976;39351;4221.88;"2024-03-09 10:19:11";"Shetty-Cheema";"Mumbai"
30977;36643;6459.28;"2025-07-18 23:25:44";"Krishna-Lanka";"Solapur"
30978;39272;9778.34;"2025-09-27 10:04:55";"Balan, Mani and Seth";"Kolhapur"
30979;29927;10171.21;"2024-10-05 15:52:21";"Sibal, Raja and Handa";"Kolhapur"
30980;8554;15649.17;"2025-12-04 14:20:52";"Soni-Lalla";"Mumbai"
30981;21717;7250.68;"2023-12-23 01:06:52";"Rattan and Sons";"Satara"
30982;3811;3232.85;"2023-12-12 23:51:14";"Kashyap, Goda and Dutt";"Mumbai"
30983;19694;19348.61;"2025-03-02 13:07:41";"Chowdhury-Nazareth";"Thane"
30984;38728;16384.33;"2025-09-06 21:37:11";"Oza, Nadig and Gopal";"Mumbai"
30985;16685;2863.75;"2025-05-28 10:45:31";"Issac PLC";"Pune"
30986;40821;14108.97;"2025-02-02 08:39:48";"Deshpande, Murty and Baria";"Kolhapur"
30987;37254;19185.71;"2024-05-14 17:03:14";"Srinivas and Sons";"Ahmednagar"
30988;32209;19758.04;"2024-06-25 20:39:27";"Goswami-Mishra";"Kolhapur"
30989;24220;7577.87;"2025-10-01 08:01:46";"Aggarwal-Madan";"Thane"
30990;40853;7700.76;"2024-06-12 15:10:23";"Deshmukh, Srinivas and Srinivas";"Pune"
30991;8727;10169.19;"2025-02-15 10:02:08";"Barad Group";"Solapur"
30992;22040;13166.99;"2024-03-04 05:06:37";"Pathak, Char and Sandal";"Thane"
30993;48861;19649.9;"2024-12-09 06:00:58";"Mammen-Doctor";"Ahmednagar"
30994;15914;6695.82;"2024-04-08 04:33:36";"Chaudry Inc";"Nashik"
30995;42418;17673.18;"2024-05-17 07:16:21";"Ghosh-Mander";"Thane"
30996;27527;6410.46;"2024-02-02 20:27:24";"Bhagat Inc";"Nashik"
30997;41679;10313.38;"2025-04-24 08:32:02";"Rama-Narula";"Kolhapur"
30998;3323;11927.48;"2025-01-07 04:00:25";"Jhaveri-Issac";"Pune"
30999;21784;11852.38;"2023-12-14 13:22:33";"Khosla PLC";"Thane"
31000;4520;9669.6;"2024-07-26 10:26:16";"Krishnan-Mishra";"Solapur"
31001;4179;1030.93;"2024-02-16 18:43:19";"Barad and Sons";"Solapur"
31002;1551;5497.03;"2025-10-27 11:07:55";"Barad LLC";"Solapur"
31003;4829;5198.54;"2024-09-13 00:04:52";"Ravi, Reddy and Banerjee";"Nashik"
31004;29223;13190.21;"2025-02-26 13:48:57";"Sangha Group";"Thane"
31005;22743;2323.73;"2025-05-19 22:11:09";"Arya Group";"Mumbai"
31006;29543;15128.02;"2025-05-08 10:39:17";"Suri, Yogi and Bora";"Aurangabad"
31007;46038;19425.81;"2024-02-25 18:34:06";"Salvi-Dugar";"Nagpur"
31008;3925;4047.8;"2025-05-31 19:29:51";"Andra, Sampath and Chana";"Solapur"
31009;2449;8662.25;"2024-01-26 17:53:35";"Chakraborty, Chaudhary and Narain";"Nagpur"
31010;48360;11679.87;"2024-09-25 02:37:33";"Ben Group";"Aurangabad"
31011;23325;2827.9;"2025-09-04 17:26:19";"Chawla, Pai and Bhandari";"Thane"
31012;10299;9292.17;"2025-07-23 12:39:15";"Parsa, Pandit and Chad";"Solapur"
31013;45147;7975.09;"2024-04-17 01:37:44";"Mangat, Sama and Bedi";"Solapur"
31014;22908;8977.24;"2025-03-13 13:00:52";"Wali LLC";"Satara"
31015;17514;18284.38;"2025-10-22 02:35:36";"Modi, Zacharia and Bassi";"Satara"
31016;35608;1417.29;"2025-06-30 11:02:21";"Prasad Ltd";"Mumbai"
31017;38054;9516.44;"2025-10-06 01:19:42";"Agarwal, Thakur and Bajaj";"Ahmednagar"
31018;17041;2084.98;"2024-04-12 21:48:57";"Natt, Kota and Vyas";"Kolhapur"
31019;35768;19799.23;"2024-07-16 06:19:29";"Andra, Grover and Dugar";"Solapur"
31020;36086;11027.81;"2024-05-30 01:32:51";"Kannan-Thaman";"Ahmednagar"
31021;7321;14207.79;"2025-10-04 03:49:42";"Vig-Kaur";"Aurangabad"
31022;29509;8071.8;"2024-08-03 10:56:50";"Ratti and Sons";"Solapur"
31023;6447;14676.4;"2024-10-06 11:45:04";"Ray-Barad";"Thane"
31024;35131;8682.52;"2024-10-25 05:28:47";"Badami, Padmanabhan and Nayak";"Ahmednagar"
31025;11312;9079.53;"2025-03-27 05:00:12";"Yadav, Chakraborty and Krishnan";"Aurangabad"
31026;39502;11831.14;"2025-08-04 09:50:43";"Shanker-Nagy";"Mumbai"
31027;24337;8075.26;"2024-03-07 04:46:22";"Bath Group";"Nashik"
31028;10439;7201.22;"2024-02-26 17:39:59";"Nazareth and Sons";"Pune"
31029;15369;11221.45;"2024-04-24 00:48:50";"Doshi, Aggarwal and Sagar";"Thane"
31030;38765;9192.43;"2025-10-31 03:23:23";"Toor, Kuruvilla and Sarna";"Solapur"
31031;30148;3921.42;"2025-04-26 20:03:39";"Rout-Karan";"Nashik"
31032;47162;10830.8;"2025-08-27 21:00:19";"Jani LLC";"Mumbai"
31033;45203;1128.56;"2025-10-09 18:16:15";"Mitra, Rout and Jha";"Nashik"
31034;2768;6805.21;"2025-05-28 00:55:28";"Kapoor-Pillay";"Aurangabad"
31035;7844;13176.39;"2025-09-07 11:30:47";"Gole, Soman and Sami";"Nashik"
31036;3531;7516.46;"2025-04-14 06:51:11";"Ganguly, Yogi and Kurian";"Thane"
31037;14171;9856.52;"2025-06-14 09:36:31";"Sachdev-Subramanian";"Pune"
31038;13372;8321.42;"2025-08-20 14:32:17";"Saran, Rajagopal and Kala";"Solapur"
31039;44726;6804.83;"2024-01-31 01:30:43";"Wason-Rattan";"Pune"
31040;4042;11797.45;"2025-01-31 15:27:28";"Mann, Barad and Narasimhan";"Pune"
31041;30025;19260.11;"2025-01-26 12:46:41";"Bhardwaj PLC";"Pune"
31042;5129;8896.89;"2024-04-11 06:02:14";"Balan-Hans";"Kolhapur"
31043;3666;15526.44;"2024-10-15 13:46:56";"Banik-Cheema";"Nagpur"
31044;35515;19990.78;"2024-07-18 23:40:26";"Kara-Dhar";"Thane"
31045;230;8997.61;"2023-12-26 22:22:24";"Srinivasan, Tank and Chaudhuri";"Aurangabad"
31046;12236;17616.49;"2025-10-07 23:10:59";"Hayer-Narayanan";"Solapur"
31047;35705;11340.09;"2025-02-04 09:09:59";"Nazareth PLC";"Solapur"
31048;46273;8566.21;"2025-06-25 18:52:16";"Golla, Bal and Agrawal";"Ahmednagar"
31049;20508;16805.07;"2024-08-09 07:40:52";"Dutt Ltd";"Solapur"
31050;24633;6444.33;"2024-08-26 09:26:28";"Kaur-Bains";"Thane"
