"account_id","customer_id","branch_id","account_type","balance","opening_date"
24246,24246,19561,"Saving",13756.71,"2020-04-25"
24247,24247,590,"Saving",122479.57,"2020-10-16"
24248,24248,45030,"Saving",10354.09,"2018-04-06"
24249,24249,24110,"Current",143406.58,"2020-11-24"
24250,24250,36685,"Saving",193495.69,"2020-03-21"
24251,24251,34650,"Current",176966.33,"2020-01-22"
24252,24252,15531,"Current",34890.57,"2022-12-31"
24253,24253,18955,"Saving",52760.47,"2021-08-19"
24254,24254,25095,"Saving",146533.14,"2019-07-12"
24255,24255,19694,"Saving",107954.76,"2024-12-09"
24256,24256,21538,"Current",67164.37,"2023-12-15"
24257,24257,43241,"Current",170951.12,"2022-02-05"
24258,24258,1867,"Saving",160651.16,"2025-05-31"
24259,24259,20646,"Current",138862.16,"2018-04-05"
24260,24260,25777,"Current",156405.47,"2018-04-21"
24261,24261,18354,"Saving",33237.93,"2022-08-28"
24262,24262,49575,"Current",196412.85,"2022-01-18"
24263,24263,47383,"Saving",10814.99,"2023-11-04"
24264,24264,30422,"Current",64575.24,"2020-10-07"
24265,24265,88,"Saving",86989.08,"2024-03-13"
24266,24266,42277,"Saving",190218.13,"2019-08-24"
24267,24267,40892,"Current",170596.61,"2018-09-22"
24268,24268,9044,"Current",126991.83,"2019-02-05"
24269,24269,3754,"Saving",193183.23,"2019-09-15"
24270,24270,9614,"Current",28497.97,"2020-05-14"
24271,24271,30913,"Current",148375.93,"2021-01-24"
24272,24272,44773,"Saving",159717.17,"2023-02-08"
24273,24273,9118,"Current",173429.56,"2023-04-09"
24274,24274,23908,"Current",82231.21,"2025-10-29"
24275,24275,9200,"Current",101171.69,"2023-07-02"
24276,24276,34857,"Current",15725.34,"2025-08-02"
24277,24277,12890,"Saving",5819.3,"2019-08-17"
24278,24278,14824,"Saving",110610.13,"2021-07-27"
24279,24279,31958,"Current",185172.47,"2020-04-01"
24280,24280,42963,"Current",128004.65,"2025-12-03"
24281,24281,48074,"Current",117719.85,"2024-04-02"
24282,24282,45542,"Current",193439.85,"2021-02-01"
24283,24283,35445,"Saving",138741.42,"2020-05-20"
24284,24284,32290,"Saving",142247.32,"2023-06-09"
24285,24285,33621,"Saving",79506.98,"2025-08-11"
24286,24286,15754,"Saving",189534.69,"2019-06-28"
24287,24287,41754,"Current",154749.47,"2022-11-27"
24288,24288,48908,"Current",143996.81,"2019-01-22"
24289,24289,1006,"Current",115074.32,"2019-01-07"
24290,24290,31393,"Saving",137049.91,"2021-03-16"
24291,24291,23131,"Saving",16330.21,"2024-10-09"
24292,24292,37746,"Current",125020.93,"2022-05-01"
24293,24293,34807,"Current",43898.82,"2023-01-01"
24294,24294,38850,"Current",164407.33,"2023-05-12"
24295,24295,46025,"Current",51407.86,"2023-03-08"
24296,24296,21176,"Saving",198397.96,"2018-08-14"
24297,24297,36413,"Current",25695.34,"2018-10-06"
24298,24298,28281,"Current",8869.75,"2022-10-12"
24299,24299,7710,"Saving",161581.18,"2025-04-23"
24300,24300,15376,"Saving",50932.45,"2025-09-01"
24301,24301,24857,"Saving",181907.39,"2023-02-22"
24302,24302,11123,"Saving",72541.53,"2020-03-09"
24303,24303,11210,"Saving",42281.28,"2023-12-30"
24304,24304,39897,"Current",120320.17,"2023-01-18"
24305,24305,34037,"Current",187454.42,"2024-09-10"
24306,24306,46677,"Current",11858.85,"2021-07-28"
24307,24307,46157,"Saving",114844.36,"2021-09-16"
24308,24308,11545,"Current",72072.24,"2021-03-20"
24309,24309,38374,"Saving",33321.07,"2020-05-13"
24310,24310,16932,"Current",133655.7,"2022-06-11"
24311,24311,43347,"Current",33529.96,"2020-02-10"
24312,24312,48679,"Current",177310.85,"2022-01-11"
24313,24313,38497,"Saving",38324.03,"2025-04-28"
24314,24314,5838,"Current",87016.48,"2020-12-21"
24315,24315,23585,"Saving",12719.82,"2025-06-21"
24316,24316,27773,"Saving",22012.54,"2022-03-13"
24317,24317,38906,"Current",193044.82,"2024-10-30"
24318,24318,48797,"Current",110801.35,"2023-02-05"
24319,24319,48719,"Current",90373.64,"2022-04-21"
24320,24320,17482,"Current",174078.53,"2021-09-17"
24321,24321,28788,"Current",24620.41,"2020-04-06"
24322,24322,18110,"Saving",53557.58,"2018-02-04"
24323,24323,3115,"Current",12528.92,"2025-09-04"
24324,24324,957,"Saving",144898.67,"2021-06-07"
24325,24325,17572,"Current",22581.36,"2023-08-17"
24326,24326,17671,"Current",4818.69,"2024-02-07"
24327,24327,12978,"Current",53350.73,"2022-01-16"
24328,24328,16453,"Saving",149784.95,"2024-02-08"
24329,24329,24927,"Current",98076.58,"2025-06-23"
24330,24330,32801,"Current",79600.19,"2018-07-27"
24331,24331,46448,"Saving",150160.09,"2021-02-17"
24332,24332,27217,"Saving",154500.82,"2018-03-06"
24333,24333,30970,"Current",87075.32,"2024-01-28"
24334,24334,38743,"Current",121205.41,"2021-09-24"
24335,24335,14736,"Current",127961.86,"2024-08-05"
24336,24336,41118,"Current",163387.68,"2022-03-04"
24337,24337,9505,"Saving",1896.58,"2018-07-26"
24338,24338,29185,"Saving",22247.84,"2019-09-27"
24339,24339,43814,"Current",24101.5,"2020-08-04"
24340,24340,15767,"Saving",37421.29,"2020-03-17"
24341,24341,18416,"Current",76323.64,"2017-12-20"
24342,24342,45715,"Saving",34292.01,"2023-11-06"
24343,24343,14367,"Current",185817.33,"2025-03-23"
24344,24344,47603,"Current",125519.54,"2024-02-23"
24345,24345,3370,"Saving",76551.91,"2024-02-15"
24346,24346,20381,"Saving",186651.75,"2023-11-06"
24347,24347,12904,"Saving",70037.83,"2022-04-03"
24348,24348,23583,"Current",45592.77,"2021-08-04"
24349,24349,8451,"Saving",90665.51,"2021-06-19"
24350,24350,31029,"Current",74565.15,"2021-09-10"
24351,24351,26056,"Current",5951.92,"2021-05-04"
24352,24352,8389,"Saving",41000.22,"2020-01-02"
24353,24353,16127,"Saving",85720.47,"2024-07-28"
24354,24354,35516,"Saving",108609.17,"2024-10-22"
24355,24355,18059,"Current",96365.11,"2018-12-04"
24356,24356,45840,"Saving",20579.48,"2021-12-22"
24357,24357,23424,"Saving",132057.86,"2020-02-02"
24358,24358,12310,"Current",66723.83,"2021-06-11"
24359,24359,24866,"Saving",129223.56,"2022-10-08"
24360,24360,25468,"Saving",126463.19,"2023-04-23"
24361,24361,30442,"Saving",146565.27,"2023-02-14"
24362,24362,26594,"Saving",150869.37,"2019-01-27"
24363,24363,45038,"Saving",164556.78,"2021-07-30"
24364,24364,49359,"Saving",164326.62,"2024-12-29"
24365,24365,32116,"Current",62949.99,"2025-08-28"
24366,24366,4613,"Current",90032.71,"2021-11-11"
24367,24367,44421,"Current",198235.02,"2018-01-21"
24368,24368,13440,"Current",70056.55,"2021-05-17"
24369,24369,20519,"Current",156178.72,"2021-06-22"
24370,24370,954,"Saving",184741.09,"2019-12-31"
24371,24371,40280,"Current",70585.54,"2020-04-14"
24372,24372,18088,"Current",2169.23,"2021-09-06"
24373,24373,5325,"Saving",58595.17,"2018-06-22"
24374,24374,29418,"Saving",143424.12,"2018-03-19"
24375,24375,45978,"Saving",129876.88,"2018-04-30"
24376,24376,3679,"Current",173816.67,"2022-07-09"
24377,24377,47010,"Current",57815.42,"2022-08-03"
24378,24378,11833,"Saving",166312.32,"2022-03-26"
24379,24379,48373,"Current",22740.5,"2023-02-03"
24380,24380,7297,"Current",66618.56,"2017-12-16"
24381,24381,49893,"Current",53326.39,"2023-02-10"
24382,24382,15898,"Current",182406.21,"2023-02-25"
24383,24383,5918,"Saving",124101.52,"2018-12-24"
24384,24384,29202,"Current",78866.11,"2019-02-27"
24385,24385,46597,"Current",80920.61,"2022-04-18"
24386,24386,30647,"Saving",162981.57,"2023-06-26"
24387,24387,17296,"Current",102618.91,"2020-01-06"
24388,24388,39000,"Current",95023.3,"2025-08-29"
24389,24389,32592,"Current",51885.11,"2024-10-12"
24390,24390,10928,"Current",132823.9,"2025-08-06"
24391,24391,26121,"Current",34411.19,"2024-02-19"
24392,24392,40622,"Current",11669.95,"2019-08-19"
24393,24393,44967,"Current",35061.26,"2021-07-15"
24394,24394,43009,"Saving",78478.78,"2019-09-15"
24395,24395,48827,"Current",120444.42,"2021-10-01"
24396,24396,39133,"Current",115087.9,"2017-12-15"
24397,24397,10320,"Saving",118068.31,"2019-02-21"
24398,24398,25969,"Current",88947.86,"2025-08-25"
24399,24399,44853,"Saving",137792.14,"2024-02-02"
24400,24400,45966,"Saving",174209.15,"2022-08-17"
24401,24401,48248,"Saving",125600.58,"2022-06-03"
24402,24402,8412,"Current",88790.88,"2023-01-06"
24403,24403,6809,"Current",29038.31,"2023-06-14"
24404,24404,20049,"Current",33427.8,"2020-12-12"
24405,24405,15826,"Saving",85929.21,"2021-05-18"
24406,24406,25754,"Saving",10147.13,"2022-06-02"
24407,24407,12995,"Saving",147755.11,"2023-07-26"
24408,24408,28645,"Current",154193.4,"2023-10-14"
24409,24409,1952,"Current",88760.58,"2019-12-25"
24410,24410,20980,"Current",178371.98,"2019-04-28"
24411,24411,38585,"Saving",19612.49,"2022-11-22"
24412,24412,17256,"Saving",187671.87,"2023-11-19"
24413,24413,26461,"Current",112029.28,"2020-11-10"
24414,24414,39153,"Saving",51523.61,"2021-07-03"
24415,24415,45671,"Saving",90443.24,"2023-10-01"
24416,24416,30634,"Saving",153731.1,"2025-03-12"
24417,24417,24124,"Saving",23203.65,"2021-01-02"
24418,24418,6650,"Current",131834.71,"2021-02-17"
24419,24419,46374,"Current",2012.38,"2024-02-24"
24420,24420,44112,"Saving",90116.98,"2018-12-09"
24421,24421,9406,"Current",1663.06,"2023-04-15"
24422,24422,45015,"Current",48252.63,"2020-08-22"
24423,24423,41395,"Current",27522.28,"2021-09-09"
24424,24424,17637,"Current",144830.07,"2022-06-21"
24425,24425,911,"Saving",158244.58,"2018-04-15"
24426,24426,29757,"Saving",109104.31,"2022-07-02"
24427,24427,20839,"Current",103603.17,"2025-09-05"
24428,24428,49647,"Current",46744.41,"2021-01-17"
24429,24429,11604,"Current",82376.3,"2020-07-25"
24430,24430,34140,"Saving",130152.39,"2022-10-05"
24431,24431,5952,"Saving",56993.45,"2025-06-29"
24432,24432,26230,"Current",199370.94,"2023-01-16"
24433,24433,49107,"Saving",62172.42,"2022-12-18"
24434,24434,43988,"Saving",39501.32,"2018-06-29"
24435,24435,28944,"Saving",153505.61,"2024-11-29"
24436,24436,9683,"Current",50166.49,"2022-10-06"
24437,24437,6858,"Current",1126.78,"2020-07-29"
24438,24438,27069,"Current",66809.89,"2020-05-26"
24439,24439,45232,"Saving",115426.7,"2020-04-17"
24440,24440,35943,"Current",152363.13,"2019-03-14"
24441,24441,34193,"Current",21181.84,"2021-01-24"
24442,24442,26167,"Saving",164298.18,"2021-07-27"
24443,24443,13645,"Current",49389.94,"2023-05-05"
24444,24444,47765,"Current",95104.78,"2023-02-04"
24445,24445,44291,"Saving",198073.19,"2018-06-23"
24446,24446,9773,"Saving",108842.2,"2025-01-30"
24447,24447,5526,"Saving",169009.51,"2018-03-20"
24448,24448,28342,"Current",113139.87,"2023-07-22"
24449,24449,39223,"Current",92887.7,"2023-03-12"
24450,24450,6932,"Current",8440.2,"2021-11-21"
24451,24451,4174,"Current",190313.82,"2019-10-17"
24452,24452,31905,"Saving",46743.87,"2018-02-12"
24453,24453,32151,"Current",161768.16,"2025-01-07"
24454,24454,29116,"Saving",147363.76,"2020-01-19"
24455,24455,32999,"Current",182927.09,"2019-05-20"
24456,24456,1749,"Saving",37624.65,"2021-09-11"
24457,24457,6571,"Current",160447.09,"2020-03-29"
24458,24458,4414,"Current",93053.97,"2019-06-06"
24459,24459,40117,"Saving",176429.99,"2019-01-07"
24460,24460,29509,"Saving",132854.99,"2021-11-15"
24461,24461,29705,"Saving",165700.02,"2019-08-06"
24462,24462,21979,"Saving",129475.1,"2023-12-02"
24463,24463,4552,"Saving",10492.75,"2018-09-22"
24464,24464,19587,"Saving",86930.96,"2021-06-27"
24465,24465,13127,"Saving",27141.23,"2023-02-03"
24466,24466,41407,"Saving",58966.25,"2018-08-26"
24467,24467,37196,"Saving",74274.29,"2025-01-29"
24468,24468,40334,"Saving",162388.44,"2021-08-01"
24469,24469,19390,"Current",114648.53,"2018-12-30"
24470,24470,17144,"Saving",171124.6,"2020-10-21"
24471,24471,14682,"Saving",49658.33,"2020-01-27"
24472,24472,4297,"Saving",48265.73,"2019-03-28"
24473,24473,41595,"Saving",23210.07,"2019-12-26"
24474,24474,4750,"Saving",7055.89,"2021-03-07"
24475,24475,5736,"Saving",14338.16,"2022-02-20"
24476,24476,9804,"Saving",31033.93,"2025-02-08"
24477,24477,32039,"Saving",4614.64,"2023-12-17"
24478,24478,4687,"Current",197473.15,"2018-09-09"
24479,24479,41264,"Saving",72139.23,"2021-09-05"
24480,24480,26554,"Current",2538.25,"2022-08-07"
24481,24481,17007,"Current",19424.43,"2021-04-16"
24482,24482,5539,"Current",107798.54,"2018-04-19"
24483,24483,33215,"Saving",25261.21,"2025-05-28"
24484,24484,36255,"Saving",189019.28,"2020-06-11"
24485,24485,11492,"Saving",191436.59,"2025-05-23"
24486,24486,20628,"Current",87664.19,"2023-04-19"
24487,24487,15431,"Current",131948.95,"2020-11-19"
24488,24488,46702,"Saving",109657.29,"2023-04-11"
24489,24489,25224,"Saving",145680.74,"2019-03-09"
24490,24490,23319,"Current",152451.32,"2025-02-18"
24491,24491,6587,"Saving",134765.07,"2022-09-01"
24492,24492,19827,"Current",72423.61,"2024-12-16"
24493,24493,8283,"Saving",44640.02,"2017-12-26"
24494,24494,886,"Saving",135373.12,"2025-11-14"
24495,24495,3433,"Saving",40944.73,"2023-11-14"
24496,24496,26329,"Saving",152931.59,"2025-01-06"
24497,24497,32371,"Current",56698.92,"2018-02-22"
24498,24498,4356,"Current",126565.49,"2023-05-11"
24499,24499,45661,"Current",183661.84,"2018-02-13"
24500,24500,39266,"Saving",183861.21,"2019-02-02"
24501,24501,49561,"Current",27241.52,"2024-09-25"
24502,24502,35748,"Saving",14925.23,"2025-10-28"
24503,24503,49854,"Saving",96784.49,"2018-10-20"
24504,24504,34341,"Saving",138638.89,"2022-07-19"
24505,24505,21397,"Saving",73952.72,"2023-01-03"
24506,24506,31354,"Saving",151167.17,"2019-11-22"
24507,24507,23785,"Current",165352.44,"2020-02-05"
24508,24508,6434,"Saving",196512.53,"2024-08-11"
24509,24509,11284,"Current",127658.08,"2018-08-14"
24510,24510,27201,"Current",29572.13,"2024-10-31"
24511,24511,13516,"Current",184835.07,"2020-12-16"
24512,24512,20650,"Current",180989.57,"2022-12-20"
24513,24513,26535,"Current",149036.21,"2020-05-11"
24514,24514,16729,"Saving",20931.71,"2021-11-19"
24515,24515,26106,"Current",22454.25,"2021-03-07"
24516,24516,24268,"Saving",178897.08,"2025-03-18"
24517,24517,49859,"Saving",116628.12,"2018-01-16"
24518,24518,40407,"Current",194621.72,"2023-03-17"
24519,24519,31817,"Current",111805.7,"2023-04-01"
24520,24520,33058,"Saving",38917.02,"2019-06-26"
24521,24521,39805,"Current",56350.63,"2020-03-20"
24522,24522,23414,"Current",180352.72,"2024-06-18"
24523,24523,32882,"Current",66511.01,"2023-05-26"
24524,24524,32210,"Current",36759.15,"2018-03-23"
24525,24525,21197,"Saving",123217.22,"2023-08-03"
24526,24526,41695,"Saving",60028.41,"2020-05-08"
24527,24527,44081,"Saving",75765.27,"2025-03-10"
24528,24528,30538,"Current",180480.4,"2022-01-19"
24529,24529,23579,"Saving",97579.5,"2021-05-28"
24530,24530,29404,"Current",28257.91,"2018-07-10"
24531,24531,11520,"Saving",56652.06,"2018-08-19"
24532,24532,18111,"Saving",35701.31,"2023-01-08"
24533,24533,18068,"Current",110579.2,"2025-04-08"
24534,24534,23885,"Current",63648.38,"2018-12-15"
24535,24535,23407,"Current",154875.84,"2019-05-31"
24536,24536,6968,"Current",188110.52,"2020-02-26"
24537,24537,17493,"Saving",168308.49,"2018-03-03"
24538,24538,1419,"Saving",111790.24,"2025-07-11"
24539,24539,36965,"Current",54141.35,"2020-04-18"
24540,24540,890,"Saving",10639.31,"2020-09-23"
24541,24541,33587,"Saving",61909.34,"2025-05-23"
24542,24542,7207,"Saving",147539.9,"2025-08-09"
24543,24543,37622,"Saving",115237.42,"2019-02-20"
24544,24544,8900,"Current",70033.45,"2023-03-06"
24545,24545,7228,"Current",4082.55,"2019-01-08"
24546,24546,46475,"Current",21763.76,"2018-12-28"
24547,24547,46259,"Current",58814.92,"2025-10-17"
24548,24548,37098,"Saving",156558.85,"2018-12-04"
24549,24549,39091,"Saving",48860.89,"2024-09-28"
24550,24550,9051,"Current",152182.69,"2021-10-22"
24551,24551,31001,"Current",171345.49,"2024-12-29"
24552,24552,40308,"Current",145602.48,"2019-04-09"
24553,24553,46264,"Current",122128.81,"2018-08-22"
24554,24554,45076,"Current",22007.34,"2022-01-30"
24555,24555,25564,"Saving",135755.39,"2021-05-20"
24556,24556,29054,"Current",133577.21,"2023-02-03"
24557,24557,12176,"Saving",27611.65,"2023-10-13"
24558,24558,26478,"Current",155654.66,"2018-02-20"
24559,24559,31744,"Saving",125706.94,"2019-08-22"
24560,24560,43644,"Current",41922.79,"2020-01-23"
24561,24561,42766,"Saving",20506.25,"2019-01-31"
24562,24562,14393,"Current",88995.01,"2021-10-23"
24563,24563,34767,"Saving",21917.3,"2022-11-25"
24564,24564,21058,"Current",150452.42,"2024-04-06"
24565,24565,14117,"Current",83042.39,"2020-03-01"
24566,24566,43452,"Current",152953.83,"2020-05-01"
24567,24567,34613,"Current",18815.06,"2022-08-08"
24568,24568,42206,"Current",88246.97,"2022-10-21"
24569,24569,27874,"Saving",49340.09,"2020-04-02"
24570,24570,43066,"Current",181977.93,"2023-07-10"
24571,24571,29315,"Saving",59642.57,"2025-11-01"
24572,24572,16235,"Saving",37770.71,"2022-06-03"
24573,24573,8634,"Saving",120265.77,"2020-04-20"
24574,24574,29666,"Current",99073.87,"2024-08-06"
24575,24575,12601,"Current",60747.47,"2023-12-09"
24576,24576,16139,"Current",115436.7,"2022-10-07"
24577,24577,4299,"Current",130493.77,"2021-11-14"
24578,24578,1500,"Saving",156134.6,"2025-03-04"
24579,24579,12102,"Current",62740.33,"2022-01-09"
24580,24580,44928,"Current",133324.75,"2025-06-25"
24581,24581,45146,"Current",77258.11,"2020-04-09"
24582,24582,24543,"Saving",45460.41,"2021-05-03"
24583,24583,6806,"Current",198441.6,"2018-06-05"
24584,24584,13349,"Saving",16510.7,"2022-06-17"
24585,24585,32462,"Current",156022.81,"2024-04-14"
24586,24586,44020,"Saving",69885.13,"2021-07-13"
24587,24587,34920,"Current",70329.19,"2025-11-14"
24588,24588,23754,"Current",57347.42,"2020-12-09"
24589,24589,26518,"Saving",95056.59,"2024-08-28"
24590,24590,31171,"Current",68183.16,"2018-10-08"
24591,24591,44035,"Current",92317.74,"2019-01-29"
24592,24592,42091,"Current",130369.55,"2018-09-24"
24593,24593,15888,"Saving",199618.72,"2023-10-30"
24594,24594,18136,"Saving",65103.46,"2020-05-26"
24595,24595,25465,"Current",40657.18,"2021-10-18"
24596,24596,43345,"Current",59520.32,"2021-12-14"
24597,24597,46041,"Saving",139996.62,"2023-12-24"
24598,24598,27400,"Current",193670.53,"2025-08-11"
24599,24599,17999,"Saving",191401.92,"2023-12-02"
24600,24600,14224,"Saving",18174.89,"2020-05-04"
24601,24601,6265,"Saving",143213.13,"2019-07-05"
24602,24602,27489,"Saving",102087.85,"2018-01-14"
24603,24603,20932,"Saving",66260.0,"2023-11-19"
24604,24604,44147,"Current",199321.38,"2018-01-11"
24605,24605,27326,"Saving",93070.73,"2024-03-15"
24606,24606,35745,"Saving",86674.66,"2019-04-15"
24607,24607,45862,"Current",83768.52,"2025-04-09"
24608,24608,5560,"Current",194449.21,"2020-03-12"
24609,24609,26270,"Saving",108393.48,"2020-10-11"
24610,24610,30060,"Saving",34413.73,"2024-06-18"
24611,24611,44298,"Saving",77424.25,"2025-10-14"
24612,24612,8530,"Saving",116798.31,"2018-12-10"
24613,24613,3412,"Current",65050.02,"2020-07-22"
24614,24614,15809,"Current",162182.14,"2020-07-16"
24615,24615,34388,"Saving",54362.5,"2021-07-23"
24616,24616,44848,"Saving",150719.29,"2023-11-18"
24617,24617,24262,"Saving",154405.69,"2020-01-30"
24618,24618,38278,"Current",80392.37,"2024-11-27"
24619,24619,22564,"Current",15615.97,"2019-10-17"
24620,24620,18451,"Current",177897.39,"2021-10-20"
24621,24621,19116,"Saving",24071.89,"2025-08-01"
24622,24622,43062,"Current",131117.71,"2020-11-22"
24623,24623,270,"Current",198436.07,"2018-02-07"
24624,24624,38518,"Current",137240.11,"2018-06-15"
24625,24625,3821,"Current",138816.38,"2025-06-18"
24626,24626,36536,"Current",77163.51,"2024-06-12"
24627,24627,42889,"Saving",189227.62,"2024-04-28"
24628,24628,28194,"Saving",109012.12,"2024-03-06"
24629,24629,19144,"Current",101587.28,"2020-06-15"
24630,24630,7894,"Saving",59497.89,"2022-04-19"
24631,24631,974,"Current",120847.91,"2023-04-27"
24632,24632,49078,"Current",137410.45,"2018-03-29"
24633,24633,13115,"Current",180519.97,"2021-06-06"
24634,24634,34718,"Current",143391.21,"2019-11-26"
24635,24635,32615,"Saving",170394.6,"2018-08-04"
24636,24636,34658,"Current",111103.48,"2022-11-05"
24637,24637,15049,"Current",41300.47,"2019-09-04"
24638,24638,4944,"Current",45858.32,"2022-12-07"
24639,24639,4905,"Current",81034.93,"2020-09-10"
24640,24640,22528,"Saving",43536.47,"2021-02-26"
24641,24641,26788,"Saving",3201.29,"2019-12-11"
24642,24642,41041,"Saving",49326.39,"2017-12-29"
24643,24643,20582,"Current",20971.98,"2020-03-14"
24644,24644,29320,"Current",70478.04,"2020-12-27"
24645,24645,39593,"Saving",106878.09,"2024-09-29"
24646,24646,37011,"Saving",127020.73,"2018-05-29"
24647,24647,8730,"Saving",10506.18,"2018-08-02"
24648,24648,44892,"Current",65115.73,"2020-01-26"
24649,24649,31003,"Current",30903.7,"2020-08-20"
24650,24650,14673,"Current",162148.08,"2020-04-11"
24651,24651,10390,"Current",103017.54,"2018-10-25"
24652,24652,11473,"Current",46090.14,"2024-06-21"
24653,24653,802,"Current",189155.68,"2019-05-16"
24654,24654,30629,"Saving",152264.11,"2023-05-31"
24655,24655,9403,"Saving",143983.5,"2023-01-21"
24656,24656,16575,"Saving",156394.71,"2023-09-04"
24657,24657,27321,"Current",110716.48,"2020-01-11"
24658,24658,28776,"Current",190313.94,"2019-07-09"
24659,24659,24243,"Saving",56801.09,"2018-11-19"
24660,24660,4357,"Current",39236.1,"2023-10-21"
24661,24661,16310,"Saving",114585.55,"2020-08-02"
24662,24662,27359,"Current",90963.33,"2021-10-12"
24663,24663,42016,"Current",7248.38,"2024-01-25"
24664,24664,21644,"Current",156536.45,"2019-12-15"
24665,24665,6068,"Current",10814.28,"2018-01-18"
24666,24666,25287,"Current",69745.47,"2021-08-25"
24667,24667,25699,"Current",174623.18,"2023-03-15"
24668,24668,15080,"Current",168731.95,"2023-04-14"
24669,24669,16567,"Saving",93487.33,"2025-06-18"
24670,24670,26847,"Current",101322.38,"2023-11-14"
24671,24671,1722,"Current",19989.27,"2018-07-08"
24672,24672,35821,"Saving",71017.26,"2023-07-06"
24673,24673,49280,"Current",95609.07,"2023-07-12"
24674,24674,27880,"Saving",94393.64,"2024-01-18"
24675,24675,35397,"Current",152593.61,"2023-09-28"
24676,24676,44781,"Current",146919.97,"2023-06-27"
24677,24677,47780,"Saving",188348.86,"2023-12-27"
24678,24678,17830,"Saving",18759.48,"2018-07-06"
24679,24679,28709,"Saving",119114.15,"2025-06-04"
24680,24680,46851,"Saving",115834.51,"2025-10-30"
24681,24681,21856,"Saving",3432.35,"2018-07-23"
24682,24682,39176,"Saving",101971.61,"2020-09-01"
24683,24683,6159,"Current",109514.43,"2018-07-25"
24684,24684,21549,"Saving",78424.71,"2019-05-24"
24685,24685,21077,"Saving",110783.11,"2020-01-06"
24686,24686,47914,"Saving",198758.22,"2020-02-21"
24687,24687,20841,"Saving",66337.61,"2025-09-02"
24688,24688,13376,"Saving",72532.97,"2022-02-27"
24689,24689,5582,"Current",167284.38,"2019-09-10"
24690,24690,40520,"Saving",88424.97,"2025-09-03"
24691,24691,47753,"Saving",61430.97,"2022-03-02"
24692,24692,37539,"Current",177254.2,"2020-02-22"
24693,24693,2050,"Current",139441.5,"2018-11-04"
24694,24694,12313,"Current",25616.03,"2021-06-29"
24695,24695,39579,"Saving",71618.01,"2025-01-13"
24696,24696,33085,"Saving",55724.86,"2024-06-20"
24697,24697,23919,"Current",83706.14,"2021-02-12"
24698,24698,6201,"Current",45764.37,"2019-06-23"
24699,24699,9832,"Saving",75818.72,"2023-05-15"
24700,24700,36618,"Saving",190457.61,"2018-01-25"
24701,24701,31303,"Saving",89117.38,"2024-07-08"
24702,24702,33983,"Current",28995.04,"2024-10-02"
24703,24703,37216,"Saving",108562.71,"2023-10-16"
24704,24704,48019,"Saving",155880.73,"2025-11-07"
24705,24705,34812,"Saving",29763.69,"2018-06-29"
24706,24706,48468,"Current",151402.98,"2020-09-25"
24707,24707,29602,"Current",186215.86,"2021-06-21"
24708,24708,47441,"Saving",49462.4,"2025-02-05"
24709,24709,42067,"Current",183631.96,"2022-08-26"
24710,24710,32449,"Current",112374.36,"2023-03-13"
24711,24711,47381,"Current",78571.31,"2020-08-21"
24712,24712,13275,"Saving",22021.9,"2021-09-29"
24713,24713,15290,"Current",94287.96,"2018-10-16"
24714,24714,11497,"Current",107816.15,"2022-02-20"
24715,24715,37559,"Current",19248.09,"2022-05-14"
24716,24716,11094,"Current",179722.91,"2022-06-22"
24717,24717,30922,"Current",92517.3,"2025-01-28"
24718,24718,33521,"Current",4536.85,"2025-09-20"
24719,24719,48288,"Saving",88578.38,"2021-01-07"
24720,24720,22052,"Saving",18117.91,"2025-01-22"
24721,24721,47313,"Current",189820.29,"2021-03-08"
24722,24722,49335,"Current",65159.4,"2021-03-18"
24723,24723,3457,"Current",164323.33,"2021-08-03"
24724,24724,7680,"Saving",179181.55,"2020-01-11"
24725,24725,18327,"Saving",134146.54,"2019-11-19"
24726,24726,18395,"Current",158705.53,"2019-05-08"
24727,24727,27034,"Saving",54083.79,"2018-09-29"
24728,24728,6950,"Saving",70545.66,"2022-05-04"
24729,24729,44911,"Saving",149661.68,"2023-05-25"
24730,24730,21940,"Current",176734.3,"2020-09-21"
24731,24731,20485,"Saving",39404.16,"2021-05-23"
24732,24732,9500,"Saving",139104.16,"2021-07-27"
24733,24733,37955,"Current",22572.23,"2020-12-01"
24734,24734,32704,"Saving",34050.48,"2023-06-09"
24735,24735,44920,"Saving",109977.9,"2018-05-19"
24736,24736,7407,"Current",46821.85,"2018-01-23"
24737,24737,35204,"Current",99325.7,"2018-12-28"
24738,24738,2108,"Saving",85630.68,"2022-03-31"
24739,24739,49360,"Saving",196525.24,"2024-02-22"
24740,24740,39837,"Current",143138.79,"2018-11-05"
24741,24741,29931,"Saving",27002.66,"2021-04-06"
24742,24742,30745,"Current",182179.75,"2022-05-01"
24743,24743,4319,"Current",164951.78,"2024-03-12"
24744,24744,34999,"Current",124889.58,"2021-09-01"
24745,24745,46482,"Saving",57737.17,"2022-02-05"
24746,24746,31686,"Saving",154690.32,"2019-06-03"
24747,24747,48613,"Current",116296.08,"2018-12-23"
24748,24748,20604,"Saving",4769.79,"2019-12-14"
24749,24749,13759,"Saving",16040.81,"2025-03-29"
24750,24750,13614,"Saving",25115.23,"2022-07-08"
24751,24751,48059,"Saving",118495.9,"2022-03-24"
24752,24752,20771,"Saving",79121.7,"2020-01-13"
24753,24753,26249,"Current",52517.22,"2024-11-30"
