"loan_id";"customer_id";"branch_id";"loan_type";"loan_amount";"interest_rate";"start_date"
18294;49950;6323;"Car Loan";1253150.66;6.73;"2023-12-13"
18295;3614;1534;"Home Loan";4754668.04;8.77;"2023-12-24"
18296;2069;33089;"Education Loan";298738.04;9.79;"2025-04-19"
18297;1302;38326;"Car Loan";3756070.89;9.33;"2021-01-23"
18298;43549;41019;"Education Loan";3524529.63;8.99;"2021-03-05"
18299;10729;3231;"Education Loan";4846224.17;10.77;"2022-03-27"
18300;10786;16268;"Car Loan";578000.4;10.25;"2025-09-17"
18301;21706;16218;"Car Loan";3462497.19;9.08;"2025-05-25"
18302;31295;21372;"Car Loan";4272882.8;8.14;"2023-07-26"
18303;42110;31480;"Education Loan";993334.43;12.47;"2024-09-16"
18304;5273;48232;"Car Loan";2946188.29;11.74;"2019-12-20"
18305;6033;21699;"Home Loan";3486435.45;8.97;"2025-09-16"
18306;46472;45538;"Home Loan";4609624.94;8.52;"2019-10-18"
18307;32166;4230;"Car Loan";4644795.7;10.23;"2019-06-11"
18308;31221;1739;"Personal Loan";4347864.56;10.38;"2025-12-02"
18309;1827;6248;"Personal Loan";970617.25;10.04;"2021-08-19"
18310;2820;45792;"Personal Loan";400219.24;7.89;"2018-04-24"
18311;2279;36692;"Car Loan";1867928.44;6.69;"2024-06-27"
18312;14475;42681;"Home Loan";2758414.68;8.92;"2020-04-28"
18313;46239;22345;"Car Loan";4192047.28;10.69;"2018-04-24"
18314;38538;3903;"Personal Loan";4981368.31;10.56;"2025-10-21"
18315;6665;29533;"Education Loan";675108.19;6.79;"2021-11-22"
18316;33129;47205;"Home Loan";1708571.04;11.17;"2025-01-05"
18317;33221;31484;"Home Loan";4010232.66;9.85;"2025-12-01"
18318;42094;10591;"Personal Loan";1293996.25;8.81;"2021-06-26"
18319;16315;29995;"Education Loan";159285.19;11.03;"2019-10-13"
18320;5894;8542;"Home Loan";3654798.42;12.12;"2020-03-23"
18321;29646;33233;"Car Loan";3061304.51;10.16;"2018-02-14"
18322;35869;42554;"Personal Loan";4840862.85;12.45;"2018-08-04"
18323;24672;45954;"Education Loan";2334093.93;11.12;"2025-02-15"
18324;13599;19832;"Education Loan";865397.04;8.89;"2018-06-15"
18325;11394;39324;"Education Loan";1044841.2;11.77;"2021-04-06"
18326;39279;36952;"Personal Loan";3044388.28;10.51;"2019-10-12"
18327;24218;48332;"Education Loan";1415742.92;9.8;"2024-04-26"
18328;7886;3572;"Home Loan";717481.49;11.88;"2019-06-25"
18329;33779;14808;"Home Loan";3463587.05;8.98;"2025-01-11"
18330;11304;5362;"Home Loan";3916971.24;11.88;"2023-01-14"
18331;25731;45211;"Personal Loan";2437375.82;12.14;"2020-05-06"
18332;26865;34545;"Home Loan";4009230.42;8.82;"2024-06-30"
18333;7757;46817;"Personal Loan";3929975.18;12.04;"2024-01-07"
18334;42550;11980;"Education Loan";4434904.46;8.18;"2022-01-09"
18335;27239;44916;"Home Loan";2827432.84;12.43;"2023-08-25"
18336;46592;34068;"Education Loan";241743.4;10.15;"2025-07-30"
18337;9532;41347;"Home Loan";3145661.23;10.16;"2018-10-23"
18338;11780;10656;"Car Loan";2289625.55;8.08;"2019-11-20"
18339;16541;45153;"Personal Loan";1763946.61;6.87;"2021-03-08"
18340;9116;49855;"Education Loan";204351.46;8.92;"2021-10-12"
18341;43521;2155;"Personal Loan";2430596.64;8.75;"2019-04-24"
18342;25115;35930;"Personal Loan";4179384.87;7.45;"2019-09-08"
18343;13999;6826;"Car Loan";4297996.16;7.2;"2019-03-15"
18344;37679;16626;"Car Loan";4440586.31;8.93;"2024-12-17"
18345;47313;31966;"Home Loan";4627390.97;11.85;"2021-03-20"
18346;17474;16219;"Home Loan";3129632.54;9.72;"2024-06-05"
18347;49145;19989;"Education Loan";3148734.95;10.52;"2021-02-13"
18348;7185;9116;"Education Loan";2286010.5;9.35;"2024-01-24"
18349;41350;45592;"Home Loan";4194811.86;12.46;"2024-11-07"
18350;11191;2315;"Personal Loan";3453054.28;11.16;"2022-07-14"
18351;39157;3074;"Personal Loan";2176882.87;9.33;"2025-06-19"
18352;15249;31513;"Car Loan";74986.7;8.16;"2023-02-17"
18353;44977;22181;"Home Loan";3745376.02;8.0;"2019-03-25"
18354;7883;12274;"Car Loan";3369270.52;8.62;"2020-03-21"
18355;2556;19339;"Education Loan";3827835.1;10.56;"2021-08-14"
18356;7915;7331;"Education Loan";3292526.62;12.13;"2018-06-29"
18357;46193;23294;"Personal Loan";2252448.4;8.89;"2025-10-27"
18358;44157;19682;"Education Loan";2111268.01;11.41;"2025-01-02"
18359;30813;48013;"Personal Loan";1804731.34;7.82;"2019-12-22"
18360;25326;42679;"Personal Loan";4164195.44;9.65;"2023-06-10"
18361;2259;11016;"Car Loan";4555703.08;10.21;"2018-05-28"
18362;39763;10167;"Home Loan";2199905.02;7.58;"2025-11-06"
18363;13045;6713;"Education Loan";4407308.0;9.52;"2022-06-09"
18364;22651;28446;"Personal Loan";855926.54;9.97;"2021-04-19"
18365;23360;13349;"Personal Loan";4901745.53;6.68;"2021-03-04"
18366;11161;36999;"Home Loan";4548570.14;7.95;"2018-09-01"
18367;30361;1052;"Education Loan";1305119.01;9.14;"2022-02-09"
18368;1111;35231;"Education Loan";3295506.7;11.0;"2020-03-05"
18369;13464;26903;"Home Loan";2126178.76;12.32;"2024-09-26"
18370;4021;17478;"Car Loan";3173656.06;8.07;"2021-11-19"
18371;48697;9336;"Personal Loan";2965875.08;8.86;"2022-02-19"
18372;6237;2820;"Car Loan";302249.58;10.78;"2018-06-25"
18373;17366;7396;"Home Loan";4498309.33;11.7;"2021-11-30"
18374;13430;21514;"Car Loan";2907158.98;10.87;"2025-07-24"
18375;12766;3697;"Car Loan";2403128.69;6.97;"2019-07-09"
18376;30845;19536;"Education Loan";485614.71;12.23;"2020-04-09"
18377;3195;39814;"Home Loan";3099037.37;9.91;"2022-03-02"
18378;7892;44159;"Personal Loan";1815638.1;8.56;"2023-02-08"
18379;21432;30424;"Personal Loan";3864494.27;7.08;"2024-06-25"
18380;9364;2322;"Personal Loan";212369.18;7.78;"2024-02-14"
18381;14312;21775;"Car Loan";289332.47;7.8;"2022-06-08"
18382;43623;12437;"Car Loan";2006547.34;8.16;"2022-03-19"
18383;12353;44238;"Home Loan";3398811.11;9.41;"2025-11-01"
18384;32525;19994;"Car Loan";2061254.34;10.06;"2021-04-05"
18385;12500;15361;"Personal Loan";269317.93;8.62;"2018-12-18"
18386;8583;3867;"Car Loan";3455162.25;8.28;"2020-08-23"
18387;37125;33589;"Education Loan";3963473.69;7.85;"2022-12-19"
18388;26583;35827;"Car Loan";3449209.48;10.99;"2019-09-25"
18389;47908;26754;"Home Loan";2060321.8;11.97;"2019-12-29"
18390;35994;49311;"Car Loan";3163592.1;8.27;"2023-05-22"
18391;10065;42186;"Education Loan";4209225.65;7.16;"2019-10-12"
18392;3467;15271;"Car Loan";988445.43;10.31;"2025-04-08"
18393;14458;8904;"Personal Loan";3945596.54;9.79;"2018-05-04"
18394;49656;31219;"Education Loan";2333941.64;7.07;"2019-12-15"
18395;20817;21026;"Personal Loan";1384469.97;9.92;"2019-05-12"
18396;32450;39649;"Personal Loan";2532208.28;10.9;"2020-06-08"
18397;29134;10881;"Home Loan";1831288.78;10.04;"2018-02-05"
18398;34485;4735;"Home Loan";4558724.77;7.05;"2019-11-30"
18399;24237;48974;"Education Loan";425313.45;8.9;"2024-01-19"
18400;38992;37130;"Personal Loan";2847564.79;11.26;"2024-09-07"
18401;21044;29297;"Home Loan";4827175.69;9.55;"2022-10-25"
18402;3412;39694;"Home Loan";1711004.0;10.29;"2017-12-09"
18403;39937;25873;"Education Loan";517078.14;9.9;"2020-01-24"
18404;36922;13376;"Car Loan";2156327.07;7.32;"2025-12-04"
18405;1887;18048;"Car Loan";4821735.42;10.21;"2023-11-15"
18406;47496;14407;"Personal Loan";1401048.56;11.49;"2019-06-14"
18407;38619;44254;"Home Loan";3715975.34;11.27;"2020-05-17"
18408;21801;39102;"Car Loan";1418951.15;11.83;"2019-12-27"
18409;3675;27883;"Education Loan";671789.2;8.56;"2024-04-01"
18410;43674;13587;"Personal Loan";2679609.57;7.95;"2025-02-01"
18411;34855;15126;"Car Loan";2477373.0;7.03;"2024-08-14"
18412;42002;6243;"Personal Loan";3239836.78;12.01;"2018-06-11"
18413;23967;27958;"Education Loan";4255677.3;9.97;"2021-02-02"
18414;17647;3082;"Car Loan";1327691.89;9.15;"2021-02-11"
18415;10861;39178;"Home Loan";877160.56;10.31;"2024-10-27"
18416;22705;30645;"Personal Loan";2518940.66;9.45;"2022-10-15"
18417;24572;17383;"Home Loan";4467677.48;11.12;"2025-11-04"
18418;29632;16086;"Education Loan";3341523.76;11.11;"2021-05-05"
18419;18125;8700;"Car Loan";174235.48;7.58;"2022-09-01"
18420;22013;35541;"Education Loan";4132095.35;11.98;"2023-12-27"
18421;31401;20163;"Car Loan";4360689.5;9.8;"2021-11-09"
18422;8528;22518;"Education Loan";2121972.43;8.02;"2021-12-07"
18423;4411;173;"Education Loan";842698.94;7.47;"2024-12-21"
18424;49021;49034;"Education Loan";628483.76;10.46;"2024-06-07"
18425;34193;37059;"Home Loan";257082.63;7.87;"2020-09-08"
18426;38980;33548;"Car Loan";474854.69;7.87;"2025-11-14"
18427;13534;32881;"Car Loan";366283.75;8.16;"2025-07-09"
18428;6857;26134;"Personal Loan";1714194.23;9.07;"2019-10-09"
18429;49571;15650;"Car Loan";124605.13;10.29;"2018-08-29"
18430;40954;31836;"Personal Loan";4353929.41;7.73;"2021-05-04"
18431;17847;23198;"Home Loan";1912030.93;9.71;"2023-09-07"
18432;39993;27989;"Home Loan";1165383.18;9.35;"2023-04-07"
18433;7914;44927;"Education Loan";1884712.11;9.03;"2020-12-15"
18434;24572;30236;"Car Loan";3531502.18;10.32;"2020-02-23"
18435;24577;16134;"Personal Loan";3499419.93;10.76;"2025-01-31"
18436;2712;33288;"Personal Loan";4816243.68;10.64;"2024-05-10"
18437;38009;22056;"Personal Loan";2183057.12;11.45;"2019-04-25"
18438;45340;33047;"Home Loan";4487238.31;6.82;"2025-05-16"
18439;12818;41859;"Car Loan";463052.14;7.23;"2025-02-22"
18440;42455;20057;"Education Loan";3483404.34;7.82;"2019-12-16"
18441;37644;830;"Home Loan";4778837.91;7.52;"2025-11-15"
18442;33397;45662;"Car Loan";442554.27;7.14;"2020-01-13"
18443;43088;11322;"Home Loan";2255729.27;7.1;"2020-02-13"
18444;16574;32773;"Education Loan";3380325.92;11.68;"2021-12-06"
18445;11985;30816;"Education Loan";3474433.05;10.76;"2020-07-29"
18446;34999;6150;"Car Loan";1786935.54;10.4;"2023-06-04"
18447;42604;3653;"Car Loan";720505.64;11.9;"2018-06-29"
18448;20504;40926;"Home Loan";4152376.32;7.27;"2018-01-24"
18449;39306;35419;"Personal Loan";1794760.82;9.27;"2025-08-24"
18450;41834;8216;"Home Loan";4993044.52;8.82;"2019-07-24"
18451;48435;19446;"Car Loan";3833487.49;6.53;"2022-08-17"
18452;27600;11960;"Car Loan";745085.43;8.53;"2023-08-24"
18453;22739;9052;"Education Loan";1454696.3;11.81;"2020-11-06"
18454;40040;9669;"Personal Loan";3403175.27;9.71;"2025-09-02"
18455;49948;23796;"Education Loan";4413761.17;9.13;"2022-12-15"
18456;20519;36485;"Personal Loan";2686081.69;9.71;"2024-09-06"
18457;337;44562;"Car Loan";4892719.9;9.09;"2025-07-15"
18458;29020;48661;"Home Loan";53114.66;12.32;"2021-01-24"
18459;8812;2483;"Home Loan";349409.53;11.7;"2025-06-06"
18460;28575;34106;"Home Loan";3241082.04;10.08;"2022-08-15"
18461;6901;10560;"Home Loan";3097495.7;7.51;"2019-11-07"
18462;40024;30216;"Car Loan";277521.08;7.63;"2023-04-03"
18463;23171;27123;"Home Loan";140479.39;6.6;"2018-06-13"
18464;4552;5188;"Education Loan";1733457.52;7.55;"2021-06-29"
18465;36016;30705;"Car Loan";103038.0;11.04;"2023-06-11"
18466;24197;25129;"Education Loan";2399101.29;11.47;"2019-10-24"
18467;23773;16947;"Home Loan";1383017.17;10.26;"2018-07-30"
18468;36999;45519;"Personal Loan";4341104.37;8.17;"2020-05-21"
18469;16624;41909;"Personal Loan";557931.24;7.35;"2019-08-29"
18470;5847;19391;"Home Loan";4072577.26;7.02;"2025-11-03"
18471;46786;19860;"Education Loan";2703017.15;11.0;"2025-08-15"
18472;760;13844;"Home Loan";4971478.16;8.0;"2024-08-03"
18473;46103;11104;"Home Loan";4380380.41;7.91;"2021-07-29"
18474;42028;37998;"Home Loan";1289638.3;7.53;"2023-12-22"
18475;21985;32481;"Personal Loan";2685392.35;11.4;"2019-01-23"
18476;16054;12233;"Personal Loan";1690337.43;7.67;"2020-02-14"
18477;46301;26671;"Education Loan";692037.96;11.65;"2023-02-06"
18478;5650;44098;"Education Loan";2133217.68;6.55;"2018-01-11"
18479;11332;37594;"Home Loan";752150.9;10.95;"2025-10-22"
18480;19392;36450;"Education Loan";3955755.55;8.53;"2019-02-05"
18481;6018;6882;"Car Loan";2515432.68;9.32;"2025-02-12"
18482;25428;39355;"Car Loan";4144842.98;7.13;"2023-07-08"
18483;5834;39525;"Personal Loan";4854034.48;9.43;"2020-01-24"
18484;34891;12533;"Home Loan";345195.84;8.87;"2024-12-07"
18485;23683;35263;"Home Loan";2685466.72;7.45;"2018-05-18"
18486;16215;29334;"Education Loan";1825296.92;7.42;"2023-05-25"
18487;47513;35848;"Car Loan";3920621.35;11.71;"2018-07-29"
18488;10788;9470;"Home Loan";4881046.91;10.68;"2025-07-16"
18489;19328;17308;"Car Loan";303401.05;8.38;"2021-03-06"
18490;4853;30808;"Education Loan";453472.54;9.47;"2018-09-19"
18491;8395;5869;"Personal Loan";4729300.17;8.85;"2018-10-06"
18492;36898;13208;"Personal Loan";2683707.55;11.7;"2025-09-09"
18493;8978;14257;"Car Loan";1527865.33;6.55;"2024-07-10"
18494;20128;40168;"Personal Loan";4146754.74;12.5;"2020-08-27"
18495;356;36655;"Car Loan";2286456.69;9.37;"2024-10-10"
18496;5575;21686;"Home Loan";2177859.87;9.08;"2024-03-22"
18497;8847;33747;"Education Loan";2960554.01;6.55;"2019-06-02"
18498;13769;32544;"Car Loan";4698334.27;9.47;"2019-12-03"
18499;24308;4970;"Education Loan";3033542.05;7.54;"2024-08-23"
18500;31627;22164;"Home Loan";353059.86;10.47;"2021-05-08"
18501;844;8071;"Car Loan";4350981.35;8.94;"2022-01-07"
18502;3003;17489;"Home Loan";1845281.37;10.5;"2021-10-24"
18503;9072;10693;"Home Loan";4394272.2;10.65;"2025-09-14"
18504;7020;11629;"Car Loan";1883249.02;11.46;"2021-07-04"
18505;11383;304;"Personal Loan";2424640.82;12.31;"2018-12-24"
18506;27306;45973;"Education Loan";2383585.19;7.13;"2022-05-26"
18507;21043;24144;"Education Loan";2320037.38;8.39;"2025-02-20"
18508;49466;44064;"Personal Loan";4897550.82;9.06;"2019-08-07"
18509;22592;44443;"Home Loan";3115802.33;12.06;"2024-10-14"
18510;46060;3321;"Home Loan";73836.42;6.95;"2018-04-21"
18511;32075;15260;"Education Loan";3957238.55;7.63;"2023-06-09"
18512;14563;47656;"Car Loan";3444582.25;9.86;"2024-12-27"
18513;10605;38491;"Car Loan";2156887.71;11.67;"2018-10-01"
18514;48124;372;"Personal Loan";1411550.78;11.44;"2020-12-18"
18515;24588;18406;"Car Loan";641210.92;9.5;"2022-09-15"
18516;18749;22823;"Education Loan";2809726.03;7.37;"2018-11-09"
18517;8172;11874;"Personal Loan";385579.48;8.37;"2022-09-17"
18518;11836;11469;"Education Loan";1173929.82;8.38;"2024-05-20"
18519;30335;16114;"Home Loan";3985865.35;10.66;"2024-12-19"
18520;24700;47931;"Car Loan";2833923.83;9.74;"2023-04-27"
18521;36505;35701;"Personal Loan";1532768.37;9.63;"2020-04-12"
18522;11385;23966;"Personal Loan";3883310.35;8.62;"2021-09-04"
18523;10635;17967;"Education Loan";2827089.32;8.54;"2019-09-04"
18524;38298;1101;"Car Loan";1948186.23;9.09;"2025-01-12"
18525;25561;12196;"Personal Loan";319158.45;9.76;"2023-01-06"
18526;31335;10751;"Car Loan";2615305.64;9.72;"2023-08-16"
18527;48939;28475;"Education Loan";2429016.24;9.38;"2023-12-30"
18528;46975;38802;"Personal Loan";1162785.24;7.33;"2021-01-02"
18529;27642;44970;"Education Loan";4939006.77;10.48;"2018-06-20"
18530;12051;25436;"Home Loan";3349411.64;11.63;"2024-08-07"
18531;8048;13083;"Personal Loan";4501611.55;8.71;"2020-03-12"
18532;49405;38277;"Home Loan";549758.83;10.72;"2020-01-04"
18533;16532;45607;"Personal Loan";4451185.62;11.79;"2025-03-16"
18534;46999;48189;"Personal Loan";544149.49;10.48;"2020-07-05"
18535;47736;7815;"Car Loan";585042.26;8.94;"2018-07-16"
18536;1998;33462;"Car Loan";996583.81;8.12;"2023-12-22"
18537;35591;30946;"Personal Loan";393265.02;11.77;"2023-06-10"
18538;25516;48211;"Education Loan";1281386.88;10.93;"2024-09-30"
18539;46648;30661;"Car Loan";135028.6;8.41;"2021-05-17"
18540;487;43306;"Car Loan";3872916.97;7.2;"2022-09-10"
18541;30514;22166;"Car Loan";3128641.25;11.82;"2022-07-09"
18542;29197;5319;"Home Loan";1283995.53;12.03;"2018-02-25"
18543;25306;38645;"Home Loan";1910002.87;11.7;"2025-01-31"
18544;44356;10470;"Car Loan";2861772.65;8.36;"2020-12-11"
18545;16406;15767;"Car Loan";1614406.65;9.13;"2024-02-28"
18546;6967;7292;"Car Loan";3217694.63;7.4;"2024-08-06"
18547;34939;22115;"Education Loan";924287.03;6.54;"2018-08-30"
18548;39668;32929;"Personal Loan";2723723.56;10.94;"2021-02-07"
18549;15062;1498;"Home Loan";1612027.23;9.04;"2021-07-09"
18550;23016;37348;"Personal Loan";1750187.99;6.94;"2019-10-05"
18551;1692;16616;"Personal Loan";3472113.73;11.87;"2020-02-09"
18552;10232;45213;"Personal Loan";3286656.63;9.07;"2020-08-16"
18553;47936;22627;"Home Loan";1837054.3;6.78;"2024-09-19"
18554;21933;12377;"Car Loan";1635229.79;10.78;"2018-05-27"
18555;36575;31824;"Education Loan";3146670.4;8.79;"2024-11-06"
18556;25991;14053;"Education Loan";1174998.5;6.81;"2018-10-18"
18557;13475;14618;"Home Loan";2471449.42;11.55;"2024-06-30"
18558;206;43910;"Education Loan";1975976.59;9.33;"2021-01-18"
18559;27206;3141;"Education Loan";832715.56;7.05;"2020-01-29"
18560;7593;36040;"Personal Loan";1711426.13;9.94;"2023-05-29"
18561;7754;9180;"Personal Loan";4031984.18;9.86;"2024-03-27"
18562;48056;25533;"Home Loan";4501100.97;11.83;"2019-07-23"
18563;23020;49399;"Home Loan";3322173.94;11.65;"2021-10-14"
18564;22000;25486;"Education Loan";925405.67;6.98;"2018-08-23"
18565;43780;36972;"Car Loan";4842293.3;9.41;"2022-05-17"
18566;42173;26928;"Personal Loan";4455374.2;9.21;"2025-06-09"
18567;1751;2685;"Education Loan";1945765.65;11.04;"2025-05-11"
18568;1511;31890;"Car Loan";4942185.78;8.81;"2019-09-15"
18569;1443;32905;"Car Loan";1057608.74;7.89;"2018-10-14"
18570;29412;15197;"Personal Loan";866972.72;10.55;"2024-02-14"
18571;5720;46719;"Education Loan";4474779.11;11.36;"2024-03-25"
18572;30250;13190;"Home Loan";4810699.64;8.86;"2024-10-03"
18573;12737;33039;"Car Loan";4747478.11;8.84;"2018-05-05"
18574;1279;34642;"Car Loan";2285088.08;10.8;"2020-03-25"
18575;40671;25719;"Home Loan";2389740.37;10.13;"2019-03-29"
18576;10529;14315;"Education Loan";3800338.4;12.09;"2020-03-09"
18577;3580;19356;"Car Loan";4326010.72;11.38;"2020-11-27"
18578;14540;37920;"Home Loan";4257254.69;7.63;"2018-04-22"
18579;35877;24307;"Home Loan";2221432.32;11.0;"2025-02-26"
18580;49810;29581;"Home Loan";231688.85;8.46;"2019-07-13"
18581;10854;25892;"Education Loan";2749567.49;12.38;"2025-10-04"
18582;18987;38682;"Car Loan";3564481.58;7.53;"2022-01-10"
18583;7256;46019;"Car Loan";4833248.98;12.4;"2024-12-27"
18584;18070;3277;"Personal Loan";1506243.54;7.14;"2024-12-07"
18585;5398;23661;"Car Loan";3673762.73;11.74;"2018-01-18"
18586;3885;30547;"Home Loan";1856642.74;11.9;"2020-06-01"
18587;31801;39841;"Home Loan";4935780.09;6.79;"2020-08-30"
18588;49449;13614;"Personal Loan";448157.59;11.05;"2024-10-26"
18589;19232;27637;"Car Loan";4549511.11;7.17;"2025-10-27"
18590;29821;49389;"Personal Loan";4128492.18;12.04;"2025-03-06"
18591;45223;11136;"Car Loan";416659.38;6.8;"2017-12-31"
18592;9322;26574;"Education Loan";4503837.47;10.93;"2019-02-22"
18593;32814;47805;"Personal Loan";3278162.07;11.45;"2023-03-02"
18594;12786;1391;"Education Loan";1462572.18;12.49;"2018-12-15"
18595;19966;37794;"Home Loan";1164487.29;8.72;"2021-07-19"
18596;37308;47311;"Car Loan";2034997.27;8.05;"2017-12-13"
18597;49988;13304;"Home Loan";3841488.86;7.53;"2022-10-02"
18598;17220;14524;"Personal Loan";3270708.77;11.84;"2018-01-25"
18599;30112;7584;"Education Loan";469487.25;7.57;"2023-08-14"
18600;16600;6575;"Home Loan";1140850.9;9.24;"2019-05-25"
18601;14265;30461;"Education Loan";4693818.42;10.45;"2021-11-09"
18602;29177;47418;"Home Loan";3689740.54;12.26;"2021-12-11"
18603;9251;9469;"Education Loan";1923330.34;9.36;"2023-02-15"
18604;24458;42782;"Car Loan";1700887.31;6.51;"2018-02-13"
18605;47755;29322;"Car Loan";3845699.79;10.91;"2023-01-28"
18606;38786;17512;"Education Loan";3377150.65;10.91;"2019-05-08"
18607;8430;11581;"Personal Loan";676013.17;8.42;"2019-09-10"
18608;49837;8797;"Home Loan";1915698.72;7.01;"2022-10-16"
18609;6918;11498;"Home Loan";1981980.64;9.37;"2025-01-25"
18610;7572;14894;"Education Loan";4926162.3;8.53;"2022-04-15"
18611;40727;47792;"Education Loan";320030.72;8.39;"2022-03-07"
18612;14919;43477;"Car Loan";1270982.15;12.09;"2019-11-11"
18613;20201;31595;"Home Loan";1960801.57;10.36;"2022-03-26"
18614;7071;26010;"Home Loan";138117.54;9.52;"2018-07-19"
18615;44707;32738;"Education Loan";292049.99;8.1;"2022-11-05"
18616;42489;19197;"Education Loan";297774.23;9.43;"2022-12-04"
18617;30258;40959;"Car Loan";4272238.13;8.51;"2021-11-04"
18618;38963;49750;"Home Loan";2151635.17;11.27;"2017-12-09"
18619;49336;36962;"Car Loan";2483534.95;10.36;"2025-07-12"
18620;39874;22128;"Car Loan";4277259.71;8.85;"2018-10-31"
18621;24564;39473;"Home Loan";292051.64;12.15;"2024-01-24"
18622;7223;7706;"Car Loan";1975332.69;7.25;"2023-07-16"
18623;3650;33210;"Personal Loan";4631922.47;9.59;"2025-02-17"
18624;27583;45033;"Home Loan";2197012.77;10.09;"2024-08-07"
18625;19752;16165;"Education Loan";3146694.33;11.8;"2025-10-30"
18626;29753;45102;"Personal Loan";4887469.44;10.35;"2024-07-13"
18627;12049;31678;"Education Loan";2275795.31;7.57;"2025-09-26"
18628;39003;44017;"Personal Loan";1880770.86;7.47;"2025-02-21"
18629;1757;39;"Personal Loan";2925183.45;11.94;"2022-01-16"
18630;20024;28213;"Personal Loan";2133252.83;10.2;"2024-04-14"
18631;32121;45822;"Personal Loan";3100879.4;9.22;"2021-04-21"
18632;14613;36452;"Car Loan";546556.01;7.84;"2022-05-06"
18633;39973;40061;"Personal Loan";4333674.29;10.41;"2021-11-21"
18634;49006;7378;"Home Loan";2600736.29;9.75;"2020-07-06"
18635;46260;11709;"Home Loan";4863766.72;7.34;"2020-12-27"
18636;10870;20133;"Car Loan";4956218.85;7.23;"2018-08-27"
18637;7397;30118;"Home Loan";1772896.8;9.92;"2025-11-22"
18638;1549;38619;"Home Loan";4098887.26;8.0;"2022-08-11"
18639;38782;7615;"Car Loan";4248810.12;7.77;"2018-06-18"
18640;48594;3686;"Home Loan";538062.99;6.96;"2024-07-04"
18641;22943;16243;"Home Loan";3882534.68;7.16;"2024-10-29"
18642;27518;14008;"Car Loan";915701.37;7.46;"2025-04-14"
18643;22406;7059;"Personal Loan";1049477.27;8.84;"2025-11-29"
18644;7917;31784;"Personal Loan";4995557.14;9.43;"2021-11-08"
18645;18677;44410;"Home Loan";598378.26;9.09;"2021-06-07"
18646;38375;14964;"Home Loan";4103715.15;10.77;"2022-08-19"
18647;24146;44598;"Personal Loan";457315.97;7.92;"2024-08-01"
18648;11547;4692;"Personal Loan";2571692.9;9.04;"2021-07-26"
18649;23568;70;"Education Loan";1943157.6;9.61;"2024-11-03"
18650;17626;46540;"Car Loan";2077069.27;11.46;"2019-04-06"
18651;36967;20757;"Car Loan";4705911.76;11.86;"2022-03-27"
18652;14523;36936;"Home Loan";1115672.02;10.98;"2024-09-01"
18653;12246;49521;"Car Loan";1195281.09;10.1;"2025-01-04"
18654;46443;14113;"Education Loan";3453232.31;11.27;"2024-04-08"
18655;29111;13618;"Personal Loan";1372569.9;8.81;"2020-01-07"
18656;36642;28183;"Personal Loan";1795077.21;8.01;"2023-05-12"
18657;1080;33100;"Education Loan";1316186.55;10.23;"2018-03-20"
18658;10583;20704;"Car Loan";4905026.22;9.43;"2018-08-09"
18659;27248;45223;"Home Loan";950515.84;9.81;"2020-08-18"
18660;35596;38614;"Personal Loan";717209.91;11.04;"2021-10-24"
18661;44561;7943;"Car Loan";4130693.01;12.48;"2020-12-17"
18662;23070;28504;"Education Loan";1220885.78;9.94;"2022-09-19"
18663;7913;41252;"Home Loan";4897566.2;11.41;"2019-01-06"
18664;42634;10175;"Car Loan";4892701.38;9.26;"2018-06-09"
18665;5085;37429;"Car Loan";4205501.12;11.25;"2024-04-15"
18666;39238;25860;"Home Loan";1807182.63;7.83;"2019-06-26"
18667;15511;34101;"Education Loan";3202946.32;6.81;"2019-07-26"
18668;39996;28393;"Personal Loan";3616591.47;8.86;"2023-08-05"
18669;2765;17097;"Personal Loan";4444399.48;10.92;"2019-05-03"
18670;16715;27053;"Car Loan";4650524.33;10.85;"2020-12-27"
18671;30999;3529;"Car Loan";2021419.64;9.51;"2019-05-05"
18672;47555;48191;"Education Loan";4862396.99;12.5;"2023-10-10"
18673;26903;40545;"Car Loan";4971961.49;9.68;"2024-04-06"
18674;18603;48353;"Car Loan";3685889.58;8.07;"2022-12-12"
18675;25206;2531;"Home Loan";557869.84;8.31;"2019-07-12"
18676;23799;33609;"Home Loan";598733.39;8.47;"2019-08-25"
18677;3950;9130;"Personal Loan";3176628.84;9.44;"2023-10-15"
18678;39758;45118;"Education Loan";4679428.47;10.43;"2023-05-03"
18679;4692;6380;"Education Loan";1635597.69;10.82;"2018-01-26"
18680;19973;35288;"Personal Loan";655084.64;7.0;"2019-09-16"
18681;29215;40290;"Home Loan";968381.29;10.56;"2022-10-22"
18682;25365;20091;"Car Loan";881534.21;12.41;"2018-08-25"
18683;34700;24084;"Home Loan";2717129.23;12.3;"2019-09-12"
18684;46992;40297;"Car Loan";3635041.2;7.8;"2021-07-27"
18685;9288;34367;"Home Loan";4930198.17;8.07;"2024-10-05"
18686;47471;38116;"Home Loan";3006607.65;7.9;"2018-03-19"
18687;2441;3169;"Car Loan";2499378.92;10.83;"2021-09-28"
18688;41600;47835;"Home Loan";1850695.92;9.37;"2021-01-13"
18689;5759;39439;"Home Loan";799502.85;9.99;"2019-07-07"
18690;23191;29924;"Personal Loan";4988297.68;10.22;"2024-07-02"
18691;21948;8270;"Home Loan";2007170.73;8.26;"2024-09-27"
