"branch_id";"branch_name";"branch_code";"city";"ifsc_code"
22118;"Akola Branch 22118";"BR22118";"Gangtok";"IFSC22118"
22119;"Begusarai Branch 22119";"BR22119";"Bihar Sharif";"IFSC22119"
22120;"Mirzapur Branch 22120";"BR22120";"Tenali";"IFSC22120"
22121;"Bettiah Branch 22121";"BR22121";"Motihari";"IFSC22121"
22122;"Pimpri-Chinchwad Branch 22122";"BR22122";"Aurangabad";"IFSC22122"
22123;"Srinagar Branch 22123";"BR22123";"Malda";"IFSC22123"
22124;"Bhagalpur Branch 22124";"BR22124";"Bhagalpur";"IFSC22124"
22125;"Anantapuram Branch 22125";"BR22125";"Sagar";"IFSC22125"
22126;"Vijayanagaram Branch 22126";"BR22126";"Gorakhpur";"IFSC22126"
22127;"Gopalpur Branch 22127";"BR22127";"Berhampore";"IFSC22127"
22128;"Barasat Branch 22128";"BR22128";"Hospet";"IFSC22128"
22129;"Nadiad Branch 22129";"BR22129";"Giridih";"IFSC22129"
22130;"Guntur Branch 22130";"BR22130";"Arrah";"IFSC22130"
22131;"Erode Branch 22131";"BR22131";"Shahjahanpur";"IFSC22131"
22132;"Surat Branch 22132";"BR22132";"Ongole";"IFSC22132"
22133;"Tinsukia Branch 22133";"BR22133";"Tenali";"IFSC22133"
22134;"Chapra Branch 22134";"BR22134";"Sri Ganganagar";"IFSC22134"
22135;"Moradabad Branch 22135";"BR22135";"Belgaum";"IFSC22135"
22136;"Bally Branch 22136";"BR22136";"Dehradun";"IFSC22136"
22137;"Patiala Branch 22137";"BR22137";"Kulti";"IFSC22137"
22138;"Bhiwandi Branch 22138";"BR22138";"Uluberia";"IFSC22138"
22139;"Asansol Branch 22139";"BR22139";"Ludhiana";"IFSC22139"
22140;"Chennai Branch 22140";"BR22140";"Shimla";"IFSC22140"
22141;"Sonipat Branch 22141";"BR22141";"Bathinda";"IFSC22141"
22142;"Jorhat Branch 22142";"BR22142";"Chinsurah";"IFSC22142"
22143;"Baranagar Branch 22143";"BR22143";"Dhule";"IFSC22143"
22144;"Lucknow Branch 22144";"BR22144";"Chapra";"IFSC22144"
22145;"Haldia Branch 22145";"BR22145";"Rewa";"IFSC22145"
22146;"Parbhani Branch 22146";"BR22146";"Rajkot";"IFSC22146"
22147;"Bhopal Branch 22147";"BR22147";"Bahraich";"IFSC22147"
22148;"Gandhidham Branch 22148";"BR22148";"Nagaon";"IFSC22148"
22149;"Kirari Suleman Nagar Branch 22149";"BR22149";"Chennai";"IFSC22149"
22150;"Rohtak Branch 22150";"BR22150";"Gangtok";"IFSC22150"
22151;"Bharatpur Branch 22151";"BR22151";"Srikakulam";"IFSC22151"
22152;"Bhiwani Branch 22152";"BR22152";"Latur";"IFSC22152"
22153;"Barasat Branch 22153";"BR22153";"Mangalore";"IFSC22153"
22154;"Sri Ganganagar Branch 22154";"BR22154";"Asansol";"IFSC22154"
22155;"Chittoor Branch 22155";"BR22155";"Panchkula";"IFSC22155"
22156;"Panipat Branch 22156";"BR22156";"Satna";"IFSC22156"
22157;"Imphal Branch 22157";"BR22157";"Moradabad";"IFSC22157"
22158;"Dhanbad Branch 22158";"BR22158";"Thoothukudi";"IFSC22158"
22159;"Patna Branch 22159";"BR22159";"Pudukkottai";"IFSC22159"
22160;"Ludhiana Branch 22160";"BR22160";"Hosur";"IFSC22160"
22161;"Chandigarh Branch 22161";"BR22161";"Junagadh";"IFSC22161"
22162;"Dibrugarh Branch 22162";"BR22162";"Panipat";"IFSC22162"
22163;"Agra Branch 22163";"BR22163";"Nizamabad";"IFSC22163"
22164;"Udaipur Branch 22164";"BR22164";"Ahmedabad";"IFSC22164"
22165;"Malegaon Branch 22165";"BR22165";"Amaravati";"IFSC22165"
22166;"Faridabad Branch 22166";"BR22166";"Dindigul";"IFSC22166"
22167;"Bhopal Branch 22167";"BR22167";"Bilaspur";"IFSC22167"
22168;"Motihari Branch 22168";"BR22168";"Lucknow";"IFSC22168"
22169;"Uluberia Branch 22169";"BR22169";"Berhampore";"IFSC22169"
22170;"Miryalaguda Branch 22170";"BR22170";"Muzaffarpur";"IFSC22170"
22171;"Kakinada Branch 22171";"BR22171";"Tiruppur";"IFSC22171"
22172;"Burhanpur Branch 22172";"BR22172";"Amaravati";"IFSC22172"
22173;"Bhiwandi Branch 22173";"BR22173";"Panvel";"IFSC22173"
22174;"Naihati Branch 22174";"BR22174";"Jalandhar";"IFSC22174"
22175;"Mehsana Branch 22175";"BR22175";"Kulti";"IFSC22175"
22176;"Srikakulam Branch 22176";"BR22176";"Kota";"IFSC22176"
22177;"Raiganj Branch 22177";"BR22177";"Mirzapur";"IFSC22177"
22178;"Panihati Branch 22178";"BR22178";"Durgapur";"IFSC22178"
22179;"Warangal Branch 22179";"BR22179";"Hosur";"IFSC22179"
22180;"Deoghar Branch 22180";"BR22180";"Nandyal";"IFSC22180"
22181;"Mirzapur Branch 22181";"BR22181";"Durg";"IFSC22181"
22182;"Hajipur Branch 22182";"BR22182";"Erode";"IFSC22182"
22183;"Ahmedabad Branch 22183";"BR22183";"Bidar";"IFSC22183"
22184;"Pallavaram Branch 22184";"BR22184";"Agartala";"IFSC22184"
22185;"Ranchi Branch 22185";"BR22185";"Eluru";"IFSC22185"
22186;"Patna Branch 22186";"BR22186";"Madhyamgram";"IFSC22186"
22187;"Amaravati Branch 22187";"BR22187";"Kanpur";"IFSC22187"
22188;"Mathura Branch 22188";"BR22188";"Cuttack";"IFSC22188"
22189;"Arrah Branch 22189";"BR22189";"Bettiah";"IFSC22189"
22190;"Bidhannagar Branch 22190";"BR22190";"Hospet";"IFSC22190"
22191;"Sasaram Branch 22191";"BR22191";"Silchar";"IFSC22191"
22192;"Deoghar Branch 22192";"BR22192";"Nagercoil";"IFSC22192"
22193;"Navi Mumbai Branch 22193";"BR22193";"Mirzapur";"IFSC22193"
22194;"Sambalpur Branch 22194";"BR22194";"Dewas";"IFSC22194"
22195;"Parbhani Branch 22195";"BR22195";"Hapur";"IFSC22195"
22196;"Ramgarh Branch 22196";"BR22196";"Madhyamgram";"IFSC22196"
22197;"Thane Branch 22197";"BR22197";"Shimla";"IFSC22197"
22198;"Bhubaneswar Branch 22198";"BR22198";"Vijayanagaram";"IFSC22198"
22199;"Raiganj Branch 22199";"BR22199";"Mirzapur";"IFSC22199"
22200;"Kakinada Branch 22200";"BR22200";"Machilipatnam";"IFSC22200"
22201;"Sasaram Branch 22201";"BR22201";"Sonipat";"IFSC22201"
22202;"Ratlam Branch 22202";"BR22202";"Panipat";"IFSC22202"
22203;"Durg Branch 22203";"BR22203";"Patiala";"IFSC22203"
22204;"Purnia Branch 22204";"BR22204";"Jalandhar";"IFSC22204"
22205;"Bijapur Branch 22205";"BR22205";"Nellore";"IFSC22205"
22206;"Gaya Branch 22206";"BR22206";"Hapur";"IFSC22206"
22207;"Raebareli Branch 22207";"BR22207";"Morbi";"IFSC22207"
22208;"Jaunpur Branch 22208";"BR22208";"Meerut";"IFSC22208"
22209;"Dhule Branch 22209";"BR22209";"Vasai-Virar";"IFSC22209"
22210;"Hapur Branch 22210";"BR22210";"Ujjain";"IFSC22210"
22211;"Naihati Branch 22211";"BR22211";"Giridih";"IFSC22211"
22212;"Shimoga Branch 22212";"BR22212";"Anand";"IFSC22212"
22213;"Medininagar Branch 22213";"BR22213";"Bhavnagar";"IFSC22213"
22214;"Alwar Branch 22214";"BR22214";"Faridabad";"IFSC22214"
22215;"Begusarai Branch 22215";"BR22215";"Kanpur";"IFSC22215"
22216;"Nashik Branch 22216";"BR22216";"Surat";"IFSC22216"
22217;"Shahjahanpur Branch 22217";"BR22217";"Gurgaon";"IFSC22217"
22218;"Dindigul Branch 22218";"BR22218";"Uluberia";"IFSC22218"
22219;"Pimpri-Chinchwad Branch 22219";"BR22219";"Kadapa";"IFSC22219"
22220;"Navi Mumbai Branch 22220";"BR22220";"Anantapur";"IFSC22220"
22221;"Madanapalle Branch 22221";"BR22221";"Kalyan-Dombivli";"IFSC22221"
22222;"Gwalior Branch 22222";"BR22222";"Coimbatore";"IFSC22222"
22223;"Jalandhar Branch 22223";"BR22223";"Gulbarga";"IFSC22223"
22224;"Udaipur Branch 22224";"BR22224";"Secunderabad";"IFSC22224"
22225;"Ahmednagar Branch 22225";"BR22225";"Gopalpur";"IFSC22225"
22226;"Satara Branch 22226";"BR22226";"Surat";"IFSC22226"
22227;"Bellary Branch 22227";"BR22227";"Raebareli";"IFSC22227"
22228;"Guwahati Branch 22228";"BR22228";"Mathura";"IFSC22228"
22229;"Jamshedpur Branch 22229";"BR22229";"Ahmedabad";"IFSC22229"
22230;"Faridabad Branch 22230";"BR22230";"Rajpur Sonarpur";"IFSC22230"
22231;"Madurai Branch 22231";"BR22231";"Uluberia";"IFSC22231"
22232;"Farrukhabad Branch 22232";"BR22232";"Durgapur";"IFSC22232"
22233;"Nangloi Jat Branch 22233";"BR22233";"Rajkot";"IFSC22233"
22234;"Surendranagar Dudhrej Branch 22234";"BR22234";"Guntur";"IFSC22234"
22235;"Yamunanagar Branch 22235";"BR22235";"Pudukkottai";"IFSC22235"
22236;"Pondicherry Branch 22236";"BR22236";"Gulbarga";"IFSC22236"
22237;"Bhind Branch 22237";"BR22237";"Kurnool";"IFSC22237"
22238;"Sambalpur Branch 22238";"BR22238";"Bhubaneswar";"IFSC22238"
22239;"Rewa Branch 22239";"BR22239";"Adoni";"IFSC22239"
22240;"Motihari Branch 22240";"BR22240";"Sambhal";"IFSC22240"
22241;"Bidar Branch 22241";"BR22241";"Tiruppur";"IFSC22241"
22242;"Bhatpara Branch 22242";"BR22242";"Mango";"IFSC22242"
22243;"Ajmer Branch 22243";"BR22243";"Bulandshahr";"IFSC22243"
22244;"Rampur Branch 22244";"BR22244";"Gwalior";"IFSC22244"
22245;"Darbhanga Branch 22245";"BR22245";"Thrissur";"IFSC22245"
22246;"Naihati Branch 22246";"BR22246";"Adoni";"IFSC22246"
22247;"Tadipatri Branch 22247";"BR22247";"Bihar Sharif";"IFSC22247"
22248;"Erode Branch 22248";"BR22248";"Nagaon";"IFSC22248"
22249;"Tumkur Branch 22249";"BR22249";"Thiruvananthapuram";"IFSC22249"
22250;"Singrauli Branch 22250";"BR22250";"Mathura";"IFSC22250"
22251;"Thanjavur Branch 22251";"BR22251";"Ghaziabad";"IFSC22251"
22252;"Sasaram Branch 22252";"BR22252";"Pudukkottai";"IFSC22252"
22253;"Aligarh Branch 22253";"BR22253";"Rewa";"IFSC22253"
22254;"Chandigarh Branch 22254";"BR22254";"Chandrapur";"IFSC22254"
22255;"Deoghar Branch 22255";"BR22255";"Gangtok";"IFSC22255"
22256;"Shivpuri Branch 22256";"BR22256";"Mango";"IFSC22256"
22257;"Guntur Branch 22257";"BR22257";"Bathinda";"IFSC22257"
22258;"Ranchi Branch 22258";"BR22258";"Tinsukia";"IFSC22258"
22259;"Jaunpur Branch 22259";"BR22259";"Kollam";"IFSC22259"
22260;"Amritsar Branch 22260";"BR22260";"Jehanabad";"IFSC22260"
22261;"Dewas Branch 22261";"BR22261";"Panipat";"IFSC22261"
22262;"Vadodara Branch 22262";"BR22262";"Singrauli";"IFSC22262"
22263;"Nagpur Branch 22263";"BR22263";"Mangalore";"IFSC22263"
22264;"Jabalpur Branch 22264";"BR22264";"Jamshedpur";"IFSC22264"
22265;"Adoni Branch 22265";"BR22265";"Mumbai";"IFSC22265"
22266;"Kadapa Branch 22266";"BR22266";"Ozhukarai";"IFSC22266"
22267;"Sangli-Miraj & Kupwad Branch 22267";"BR22267";"Bidar";"IFSC22267"
22268;"Hosur Branch 22268";"BR22268";"Chittoor";"IFSC22268"
22269;"Mathura Branch 22269";"BR22269";"Pali";"IFSC22269"
22270;"Udaipur Branch 22270";"BR22270";"Raiganj";"IFSC22270"
22271;"Purnia Branch 22271";"BR22271";"Erode";"IFSC22271"
22272;"Loni Branch 22272";"BR22272";"Jalna";"IFSC22272"
22273;"Phusro Branch 22273";"BR22273";"Maheshtala";"IFSC22273"
22274;"Visakhapatnam Branch 22274";"BR22274";"Bidhannagar";"IFSC22274"
22275;"Thiruvananthapuram Branch 22275";"BR22275";"Raebareli";"IFSC22275"
22276;"Raurkela Industrial Township Branch 22276";"BR22276";"Aurangabad";"IFSC22276"
22277;"Howrah Branch 22277";"BR22277";"Chandrapur";"IFSC22277"
22278;"Kalyan-Dombivli Branch 22278";"BR22278";"Muzaffarpur";"IFSC22278"
22279;"Kollam Branch 22279";"BR22279";"Gwalior";"IFSC22279"
22280;"Gudivada Branch 22280";"BR22280";"Thane";"IFSC22280"
22281;"Shimoga Branch 22281";"BR22281";"Aligarh";"IFSC22281"
22282;"Mumbai Branch 22282";"BR22282";"Jamalpur";"IFSC22282"
22283;"Jamshedpur Branch 22283";"BR22283";"Jamnagar";"IFSC22283"
22284;"Loni Branch 22284";"BR22284";"Bhind";"IFSC22284"
22285;"Akola Branch 22285";"BR22285";"Raiganj";"IFSC22285"
22286;"Gurgaon Branch 22286";"BR22286";"Aizawl";"IFSC22286"
22287;"Karimnagar Branch 22287";"BR22287";"Faridabad";"IFSC22287"
22288;"Morena Branch 22288";"BR22288";"Loni";"IFSC22288"
22289;"Suryapet Branch 22289";"BR22289";"Nizamabad";"IFSC22289"
22290;"Mangalore Branch 22290";"BR22290";"Patiala";"IFSC22290"
22291;"Buxar Branch 22291";"BR22291";"Mehsana";"IFSC22291"
22292;"Mangalore Branch 22292";"BR22292";"Anand";"IFSC22292"
22293;"Thrissur Branch 22293";"BR22293";"Nizamabad";"IFSC22293"
22294;"Guna Branch 22294";"BR22294";"Rajkot";"IFSC22294"
22295;"Cuttack Branch 22295";"BR22295";"Bhiwandi";"IFSC22295"
22296;"Gaya Branch 22296";"BR22296";"Chandigarh";"IFSC22296"
22297;"Warangal Branch 22297";"BR22297";"Bhind";"IFSC22297"
22298;"Medininagar Branch 22298";"BR22298";"Kirari Suleman Nagar";"IFSC22298"
22299;"Amroha Branch 22299";"BR22299";"Ambala";"IFSC22299"
22300;"Thrissur Branch 22300";"BR22300";"North Dumdum";"IFSC22300"
22301;"Dharmavaram Branch 22301";"BR22301";"Junagadh";"IFSC22301"
22302;"Bijapur Branch 22302";"BR22302";"Thanjavur";"IFSC22302"
22303;"Shimoga Branch 22303";"BR22303";"Aizawl";"IFSC22303"
22304;"Bhilai Branch 22304";"BR22304";"Chittoor";"IFSC22304"
22305;"Tirunelveli Branch 22305";"BR22305";"Rajkot";"IFSC22305"
22306;"Mau Branch 22306";"BR22306";"Dharmavaram";"IFSC22306"
22307;"Bidar Branch 22307";"BR22307";"Dibrugarh";"IFSC22307"
22308;"Akola Branch 22308";"BR22308";"Lucknow";"IFSC22308"
22309;"Karnal Branch 22309";"BR22309";"Orai";"IFSC22309"
22310;"Chennai Branch 22310";"BR22310";"Chittoor";"IFSC22310"
22311;"Amritsar Branch 22311";"BR22311";"Delhi";"IFSC22311"
22312;"Coimbatore Branch 22312";"BR22312";"Bhopal";"IFSC22312"
22313;"Etawah Branch 22313";"BR22313";"Singrauli";"IFSC22313"
22314;"Ludhiana Branch 22314";"BR22314";"Kakinada";"IFSC22314"
22315;"Hindupur Branch 22315";"BR22315";"Mangalore";"IFSC22315"
22316;"Mango Branch 22316";"BR22316";"Kanpur";"IFSC22316"
22317;"Gorakhpur Branch 22317";"BR22317";"Uluberia";"IFSC22317"
22318;"Satara Branch 22318";"BR22318";"Tirupati";"IFSC22318"
22319;"Cuttack Branch 22319";"BR22319";"Alappuzha";"IFSC22319"
22320;"Dindigul Branch 22320";"BR22320";"Raichur";"IFSC22320"
22321;"Buxar Branch 22321";"BR22321";"Kamarhati";"IFSC22321"
22322;"Dharmavaram Branch 22322";"BR22322";"Hapur";"IFSC22322"
22323;"Jalna Branch 22323";"BR22323";"North Dumdum";"IFSC22323"
22324;"Bally Branch 22324";"BR22324";"Bokaro";"IFSC22324"
22325;"Eluru Branch 22325";"BR22325";"Nashik";"IFSC22325"
22326;"Hospet Branch 22326";"BR22326";"Pimpri-Chinchwad";"IFSC22326"
22327;"Jalna Branch 22327";"BR22327";"Bally";"IFSC22327"
22328;"Faridabad Branch 22328";"BR22328";"Dharmavaram";"IFSC22328"
22329;"Davanagere Branch 22329";"BR22329";"Sangli-Miraj & Kupwad";"IFSC22329"
22330;"Mysore Branch 22330";"BR22330";"Pallavaram";"IFSC22330"
22331;"Gwalior Branch 22331";"BR22331";"Cuttack";"IFSC22331"
22332;"Ramgarh Branch 22332";"BR22332";"Gwalior";"IFSC22332"
22333;"Ajmer Branch 22333";"BR22333";"Aizawl";"IFSC22333"
22334;"Latur Branch 22334";"BR22334";"Panihati";"IFSC22334"
22335;"Ghaziabad Branch 22335";"BR22335";"Vijayanagaram";"IFSC22335"
22336;"Phusro Branch 22336";"BR22336";"Saharanpur";"IFSC22336"
22337;"Chennai Branch 22337";"BR22337";"Agartala";"IFSC22337"
22338;"Dindigul Branch 22338";"BR22338";"Kanpur";"IFSC22338"
22339;"Raiganj Branch 22339";"BR22339";"Allahabad";"IFSC22339"
22340;"Anand Branch 22340";"BR22340";"Durg";"IFSC22340"
22341;"Bikaner Branch 22341";"BR22341";"Guwahati";"IFSC22341"
22342;"Ratlam Branch 22342";"BR22342";"Patna";"IFSC22342"
22343;"Khora  Branch 22343";"BR22343";"North Dumdum";"IFSC22343"
22344;"Ratlam Branch 22344";"BR22344";"Gangtok";"IFSC22344"
22345;"Jodhpur Branch 22345";"BR22345";"Dibrugarh";"IFSC22345"
22346;"North Dumdum Branch 22346";"BR22346";"Durg";"IFSC22346"
22347;"Nandyal Branch 22347";"BR22347";"Chandigarh";"IFSC22347"
22348;"Nagpur Branch 22348";"BR22348";"Khammam";"IFSC22348"
22349;"Adoni Branch 22349";"BR22349";"Vijayawada";"IFSC22349"
22350;"Jaunpur Branch 22350";"BR22350";"Bhilwara";"IFSC22350"
22351;"Bokaro Branch 22351";"BR22351";"Guntakal";"IFSC22351"
22352;"Rohtak Branch 22352";"BR22352";"Pali";"IFSC22352"
22353;"Mau Branch 22353";"BR22353";"Hapur";"IFSC22353"
22354;"Tadipatri Branch 22354";"BR22354";"Bhilwara";"IFSC22354"
22355;"Warangal Branch 22355";"BR22355";"Thane";"IFSC22355"
22356;"Sambalpur Branch 22356";"BR22356";"Sikar";"IFSC22356"
22357;"Pali Branch 22357";"BR22357";"Bhimavaram";"IFSC22357"
22358;"Sonipat Branch 22358";"BR22358";"Ulhasnagar";"IFSC22358"
22359;"Bikaner Branch 22359";"BR22359";"Sagar";"IFSC22359"
22360;"Uluberia Branch 22360";"BR22360";"Rajpur Sonarpur";"IFSC22360"
22361;"Rampur Branch 22361";"BR22361";"Bhind";"IFSC22361"
22362;"Tirupati Branch 22362";"BR22362";"Nagaon";"IFSC22362"
22363;"Medininagar Branch 22363";"BR22363";"Mumbai";"IFSC22363"
22364;"Eluru Branch 22364";"BR22364";"Haldia";"IFSC22364"
22365;"Thane Branch 22365";"BR22365";"Jalgaon";"IFSC22365"
22366;"Nandyal Branch 22366";"BR22366";"Karawal Nagar";"IFSC22366"
22367;"Katihar Branch 22367";"BR22367";"Sambalpur";"IFSC22367"
22368;"Sambalpur Branch 22368";"BR22368";"Yamunanagar";"IFSC22368"
22369;"Erode Branch 22369";"BR22369";"Amravati";"IFSC22369"
22370;"Panvel Branch 22370";"BR22370";"Jalgaon";"IFSC22370"
22371;"Lucknow Branch 22371";"BR22371";"Ghaziabad";"IFSC22371"
22372;"Eluru Branch 22372";"BR22372";"Gaya";"IFSC22372"
22373;"Gangtok Branch 22373";"BR22373";"Varanasi";"IFSC22373"
22374;"Bhatpara Branch 22374";"BR22374";"Patna";"IFSC22374"
22375;"Anantapuram Branch 22375";"BR22375";"Karaikudi";"IFSC22375"
22376;"Pimpri-Chinchwad Branch 22376";"BR22376";"Tumkur";"IFSC22376"
22377;"Kumbakonam Branch 22377";"BR22377";"Ambarnath";"IFSC22377"
22378;"Chittoor Branch 22378";"BR22378";"Anand";"IFSC22378"
22379;"Ramagundam Branch 22379";"BR22379";"Indore";"IFSC22379"
22380;"Delhi Branch 22380";"BR22380";"Kavali";"IFSC22380"
22381;"Ramagundam Branch 22381";"BR22381";"Cuttack";"IFSC22381"
22382;"Ghaziabad Branch 22382";"BR22382";"Bidar";"IFSC22382"
22383;"Hyderabad Branch 22383";"BR22383";"Mysore";"IFSC22383"
22384;"Etawah Branch 22384";"BR22384";"Raipur";"IFSC22384"
22385;"Bhiwani Branch 22385";"BR22385";"Gandhinagar";"IFSC22385"
22386;"Sri Ganganagar Branch 22386";"BR22386";"Allahabad";"IFSC22386"
22387;"Nagpur Branch 22387";"BR22387";"Ahmednagar";"IFSC22387"
22388;"Agartala Branch 22388";"BR22388";"Parbhani";"IFSC22388"
22389;"Baranagar Branch 22389";"BR22389";"Agartala";"IFSC22389"
22390;"Baranagar Branch 22390";"BR22390";"Katihar";"IFSC22390"
22391;"Jamalpur Branch 22391";"BR22391";"Chittoor";"IFSC22391"
22392;"Thane Branch 22392";"BR22392";"Satara";"IFSC22392"
22393;"Patna Branch 22393";"BR22393";"Jamalpur";"IFSC22393"
22394;"Bokaro Branch 22394";"BR22394";"Jaipur";"IFSC22394"
22395;"Muzaffarnagar Branch 22395";"BR22395";"Mathura";"IFSC22395"
22396;"Kanpur Branch 22396";"BR22396";"Jaipur";"IFSC22396"
22397;"Guntur Branch 22397";"BR22397";"Jalandhar";"IFSC22397"
22398;"Tezpur Branch 22398";"BR22398";"Purnia";"IFSC22398"
22399;"Madanapalle Branch 22399";"BR22399";"Hosur";"IFSC22399"
22400;"Chandrapur Branch 22400";"BR22400";"Parbhani";"IFSC22400"
22401;"Bhiwani Branch 22401";"BR22401";"Khammam";"IFSC22401"
22402;"Sambhal Branch 22402";"BR22402";"Kharagpur";"IFSC22402"
22403;"Gwalior Branch 22403";"BR22403";"Kota";"IFSC22403"
22404;"Jaunpur Branch 22404";"BR22404";"Ulhasnagar";"IFSC22404"
22405;"Bhilai Branch 22405";"BR22405";"Proddatur";"IFSC22405"
22406;"Rourkela Branch 22406";"BR22406";"Kurnool";"IFSC22406"
22407;"Tinsukia Branch 22407";"BR22407";"Vijayawada";"IFSC22407"
22408;"Bellary Branch 22408";"BR22408";"Bidhannagar";"IFSC22408"
22409;"Ujjain Branch 22409";"BR22409";"Korba";"IFSC22409"
22410;"Orai Branch 22410";"BR22410";"Narasaraopet";"IFSC22410"
22411;"Mehsana Branch 22411";"BR22411";"Katni";"IFSC22411"
22412;"Rohtak Branch 22412";"BR22412";"Karaikudi";"IFSC22412"
22413;"Unnao Branch 22413";"BR22413";"Firozabad";"IFSC22413"
22414;"Dibrugarh Branch 22414";"BR22414";"Raurkela Industrial Township";"IFSC22414"
22415;"Bhilwara Branch 22415";"BR22415";"Silchar";"IFSC22415"
22416;"Tezpur Branch 22416";"BR22416";"Madurai";"IFSC22416"
22417;"Hosur Branch 22417";"BR22417";"Junagadh";"IFSC22417"
22418;"Ulhasnagar Branch 22418";"BR22418";"Jammu";"IFSC22418"
22419;"Karnal Branch 22419";"BR22419";"Dehradun";"IFSC22419"
22420;"Cuttack Branch 22420";"BR22420";"Raichur";"IFSC22420"
22421;"Naihati Branch 22421";"BR22421";"Bidar";"IFSC22421"
22422;"Aligarh Branch 22422";"BR22422";"Nagaon";"IFSC22422"
22423;"Aurangabad Branch 22423";"BR22423";"Adoni";"IFSC22423"
22424;"Ajmer Branch 22424";"BR22424";"Mangalore";"IFSC22424"
22425;"Mangalore Branch 22425";"BR22425";"Amroha";"IFSC22425"
22426;"Bihar Sharif Branch 22426";"BR22426";"Jalgaon";"IFSC22426"
22427;"Mahbubnagar Branch 22427";"BR22427";"Aligarh";"IFSC22427"
22428;"Delhi Branch 22428";"BR22428";"Latur";"IFSC22428"
22429;"Adoni Branch 22429";"BR22429";"Vellore";"IFSC22429"
22430;"Orai Branch 22430";"BR22430";"Aurangabad";"IFSC22430"
22431;"Jhansi Branch 22431";"BR22431";"Parbhani";"IFSC22431"
22432;"Ambattur Branch 22432";"BR22432";"Mangalore";"IFSC22432"
22433;"Malda Branch 22433";"BR22433";"Pimpri-Chinchwad";"IFSC22433"
22434;"Gaya Branch 22434";"BR22434";"Muzaffarnagar";"IFSC22434"
22435;"Delhi Branch 22435";"BR22435";"Jalandhar";"IFSC22435"
22436;"Giridih Branch 22436";"BR22436";"Kurnool";"IFSC22436"
22437;"Ambala Branch 22437";"BR22437";"Bijapur";"IFSC22437"
22438;"Medininagar Branch 22438";"BR22438";"Jamshedpur";"IFSC22438"
22439;"Ghaziabad Branch 22439";"BR22439";"Berhampore";"IFSC22439"
22440;"Korba Branch 22440";"BR22440";"Anantapur";"IFSC22440"
22441;"Kharagpur Branch 22441";"BR22441";"Guna";"IFSC22441"
22442;"Erode Branch 22442";"BR22442";"Thoothukudi";"IFSC22442"
22443;"Bhind Branch 22443";"BR22443";"Bellary";"IFSC22443"
22444;"Korba Branch 22444";"BR22444";"Ranchi";"IFSC22444"
22445;"Siliguri Branch 22445";"BR22445";"Kozhikode";"IFSC22445"
22446;"Pallavaram Branch 22446";"BR22446";"Raipur";"IFSC22446"
22447;"Bhusawal Branch 22447";"BR22447";"Chennai";"IFSC22447"
22448;"Thoothukudi Branch 22448";"BR22448";"Motihari";"IFSC22448"
22449;"Guntakal Branch 22449";"BR22449";"Shivpuri";"IFSC22449"
22450;"Madanapalle Branch 22450";"BR22450";"Mehsana";"IFSC22450"
22451;"Singrauli Branch 22451";"BR22451";"Latur";"IFSC22451"
22452;"Bettiah Branch 22452";"BR22452";"Yamunanagar";"IFSC22452"
22453;"Nellore Branch 22453";"BR22453";"Bahraich";"IFSC22453"
22454;"Morena Branch 22454";"BR22454";"Ambarnath";"IFSC22454"
22455;"Srikakulam Branch 22455";"BR22455";"Jorhat";"IFSC22455"
22456;"Raiganj Branch 22456";"BR22456";"Dibrugarh";"IFSC22456"
22457;"Ballia Branch 22457";"BR22457";"Ichalkaranji";"IFSC22457"
22458;"Saharanpur Branch 22458";"BR22458";"Malegaon";"IFSC22458"
22459;"Mehsana Branch 22459";"BR22459";"Baranagar";"IFSC22459"
22460;"Bhalswa Jahangir Pur Branch 22460";"BR22460";"Ahmedabad";"IFSC22460"
22461;"Lucknow Branch 22461";"BR22461";"Bulandshahr";"IFSC22461"
22462;"Bangalore Branch 22462";"BR22462";"Hajipur";"IFSC22462"
22463;"Saharsa Branch 22463";"BR22463";"Chennai";"IFSC22463"
22464;"Alappuzha Branch 22464";"BR22464";"Ambarnath";"IFSC22464"
22465;"Surendranagar Dudhrej Branch 22465";"BR22465";"Ichalkaranji";"IFSC22465"
22466;"Naihati Branch 22466";"BR22466";"Gandhidham";"IFSC22466"
22467;"Bijapur Branch 22467";"BR22467";"Chittoor";"IFSC22467"
22468;"Bhusawal Branch 22468";"BR22468";"Rampur";"IFSC22468"
22469;"Anand Branch 22469";"BR22469";"Madanapalle";"IFSC22469"
22470;"Karimnagar Branch 22470";"BR22470";"Asansol";"IFSC22470"
22471;"Gaya Branch 22471";"BR22471";"Pondicherry";"IFSC22471"
22472;"Mahbubnagar Branch 22472";"BR22472";"Jamnagar";"IFSC22472"
22473;"Bhind Branch 22473";"BR22473";"Bhubaneswar";"IFSC22473"
22474;"Rohtak Branch 22474";"BR22474";"Bhopal";"IFSC22474"
22475;"Aizawl Branch 22475";"BR22475";"Ichalkaranji";"IFSC22475"
22476;"South Dumdum Branch 22476";"BR22476";"Panchkula";"IFSC22476"
22477;"Bulandshahr Branch 22477";"BR22477";"Malda";"IFSC22477"
22478;"Moradabad Branch 22478";"BR22478";"Tiruchirappalli";"IFSC22478"
22479;"Mango Branch 22479";"BR22479";"Jammu";"IFSC22479"
22480;"Suryapet Branch 22480";"BR22480";"Jalandhar";"IFSC22480"
