"atm_id";"branch_id";"location";"city";"status"
24305;47905;"H.No. 88
Rajagopal Nagar";"Solapur";"Active"
24306;10605;"85
Mand Nagar";"Thane";"Active"
24307;23508;"H.No. 996
Dugar Circle";"Pune";"Active"
24308;216;"838, Khurana Ganj";"Thane";"Inactive"
24309;2606;"H.No. 294
Krish Chowk";"Ahmednagar";"Active"
24310;610;"52/77
Dugar Circle";"Aurangabad";"Inactive"
24311;24878;"684, Ganguly Path";"Solapur";"Inactive"
24312;46303;"48/834, Vala";"Aurangabad";"Active"
24313;19480;"83/974, Kari Path";"Satara";"Active"
24314;33894;"H.No. 71, Shetty Marg";"Ahmednagar";"Inactive"
24315;3470;"08/66, Rajan Chowk";"Satara";"Active"
24316;18598;"H.No. 200, Kara Ganj";"Aurangabad";"Inactive"
24317;9214;"H.No. 171
Magar Nagar";"Kolhapur";"Inactive"
24318;24279;"32/38, Mittal";"Nashik";"Inactive"
24319;28978;"84/56
Kata Chowk";"Mumbai";"Active"
24320;16934;"12, Sengupta Path";"Mumbai";"Inactive"
24321;10843;"H.No. 71
Wali Nagar";"Thane";"Inactive"
24322;16052;"120, Gulati Circle";"Solapur";"Active"
24323;38411;"H.No. 38, Warrior Path";"Solapur";"Inactive"
24324;30447;"H.No. 66
Iyer Path";"Aurangabad";"Inactive"
24325;40407;"299
Kapoor Nagar";"Nashik";"Active"
24326;40490;"38/83, Sur Marg";"Satara";"Active"
24327;35884;"71/04, Doctor Street";"Satara";"Active"
24328;21737;"71
Basu Street";"Ahmednagar";"Inactive"
24329;19694;"H.No. 033
Hora Path";"Kolhapur";"Active"
24330;10575;"17/570, Prakash Circle";"Thane";"Inactive"
24331;21218;"63/02
Naidu Chowk";"Ahmednagar";"Active"
24332;13798;"H.No. 04, Kant Path";"Ahmednagar";"Active"
24333;25480;"33
Rajagopalan Zila";"Aurangabad";"Active"
24334;12383;"33/75, Shankar Road";"Nashik";"Inactive"
24335;1215;"06/353, Ramachandran";"Pune";"Active"
24336;11024;"975
Munshi Nagar";"Ahmednagar";"Active"
24337;28966;"82/529, Grewal Nagar";"Kolhapur";"Active"
24338;3237;"61/530
Salvi Road";"Pune";"Active"
24339;9671;"53/65, Dutt Nagar";"Mumbai";"Inactive"
24340;45593;"H.No. 714
Pillay Circle";"Mumbai";"Inactive"
24341;32876;"27
Virk Road";"Solapur";"Active"
24342;38824;"279, Virk Path";"Nagpur";"Active"
24343;19528;"54/241, Mannan Ganj";"Mumbai";"Inactive"
24344;33792;"H.No. 681
Dewan Path";"Pune";"Inactive"
24345;3396;"H.No. 27
Chada";"Solapur";"Active"
24346;30563;"98/418, Tripathi Circle";"Pune";"Inactive"
24347;11408;"23/361
Jaggi";"Ahmednagar";"Active"
24348;34657;"H.No. 184, Khurana Path";"Aurangabad";"Inactive"
24349;21593;"H.No. 56, Andra Marg";"Satara";"Inactive"
24350;29821;"39/846, Golla Ganj";"Thane";"Inactive"
24351;35481;"14/665
Mohan Road";"Aurangabad";"Inactive"
24352;6819;"775
Gill";"Nagpur";"Inactive"
24353;39970;"60/35
Dhar Marg";"Satara";"Inactive"
24354;42410;"H.No. 852
Radhakrishnan";"Nashik";"Inactive"
24355;18238;"H.No. 651
Yadav Road";"Solapur";"Inactive"
24356;26422;"H.No. 540, Gokhale Marg";"Mumbai";"Active"
24357;6023;"73/33, Sen";"Ahmednagar";"Inactive"
24358;29496;"H.No. 588, Chada Street";"Aurangabad";"Active"
24359;35095;"35/47, Saini Path";"Mumbai";"Inactive"
24360;49064;"H.No. 68, Sarin Road";"Nashik";"Inactive"
24361;43714;"684
Ramachandran Street";"Satara";"Active"
24362;2786;"08/590
Biswas Street";"Thane";"Active"
24363;38170;"10/33
Shere Chowk";"Pune";"Inactive"
24364;429;"89/185
Lata Road";"Nashik";"Active"
24365;39154;"52/86, Oak Nagar";"Ahmednagar";"Inactive"
24366;24706;"63, Bhardwaj Road";"Nashik";"Inactive"
24367;19645;"401
Deep Path";"Nagpur";"Active"
24368;35529;"85
Sami Road";"Satara";"Active"
24369;29562;"94, Karan Street";"Thane";"Active"
24370;31537;"96, Halder";"Kolhapur";"Active"
24371;22436;"H.No. 594, Varma Nagar";"Solapur";"Inactive"
24372;12877;"H.No. 992, Mammen Zila";"Thane";"Active"
24373;6231;"61
Hayer Ganj";"Nashik";"Inactive"
24374;27381;"24/680
Kuruvilla Ganj";"Pune";"Active"
24375;13524;"84/782
Dey Circle";"Mumbai";"Inactive"
24376;12719;"H.No. 230, Chandra Zila";"Aurangabad";"Inactive"
24377;14696;"H.No. 68, Raval Circle";"Pune";"Active"
24378;10140;"39/086
Ghose Zila";"Kolhapur";"Inactive"
24379;40978;"342, Loyal Ganj";"Nashik";"Inactive"
24380;35503;"09/14, Parmer Street";"Pune";"Inactive"
24381;12951;"121
Mander Street";"Solapur";"Inactive"
24382;33813;"06/84
Saraf Zila";"Nagpur";"Active"
24383;15107;"676
Yadav Ganj";"Thane";"Active"
24384;42145;"13/878, Sankaran Street";"Satara";"Active"
24385;43910;"H.No. 58, Seshadri";"Aurangabad";"Inactive"
24386;22633;"33/27, Rao Chowk";"Kolhapur";"Active"
24387;24835;"318, Halder Path";"Pune";"Active"
24388;17818;"95/02, Viswanathan Zila";"Solapur";"Inactive"
24389;10845;"H.No. 63, Chaudhuri Street";"Nagpur";"Inactive"
24390;45283;"97/048, Saran Zila";"Satara";"Active"
24391;11232;"72/661, Shukla Chowk";"Kolhapur";"Active"
24392;1120;"986
Seshadri Ganj";"Aurangabad";"Inactive"
24393;37660;"53
Oak Marg";"Kolhapur";"Active"
24394;24994;"29
Joshi Nagar";"Thane";"Inactive"
24395;17;"H.No. 30, Chokshi Chowk";"Ahmednagar";"Inactive"
24396;18212;"H.No. 43
Pandit Chowk";"Nagpur";"Inactive"
24397;35949;"39/19
Mand Chowk";"Solapur";"Inactive"
24398;231;"57/852
Walia Street";"Solapur";"Active"
24399;25756;"95/40, Palla Ganj";"Solapur";"Active"
24400;11263;"112
Pandey Zila";"Aurangabad";"Inactive"
24401;40141;"H.No. 18
Halder Path";"Aurangabad";"Inactive"
24402;43568;"54/011
Bajaj Nagar";"Solapur";"Active"
24403;30490;"H.No. 97
Gill Zila";"Pune";"Active"
24404;16711;"H.No. 740, Sangha";"Thane";"Active"
24405;32303;"H.No. 26
Taneja Ganj";"Aurangabad";"Active"
24406;27137;"H.No. 991
Mahal Street";"Ahmednagar";"Inactive"
24407;28163;"H.No. 383, Chokshi Street";"Aurangabad";"Active"
24408;35356;"30/23
Kakar Ganj";"Thane";"Inactive"
24409;45150;"71/54
Hora Chowk";"Ahmednagar";"Active"
24410;10712;"H.No. 00, Bava Path";"Solapur";"Active"
24411;49737;"53/62
Wali Nagar";"Mumbai";"Inactive"
24412;49093;"H.No. 033, Behl Street";"Kolhapur";"Inactive"
24413;41126;"24/00, Venkataraman Nagar";"Pune";"Active"
24414;33932;"H.No. 308
Khanna Marg";"Solapur";"Active"
24415;40622;"H.No. 119
Warrior Chowk";"Pune";"Active"
24416;24702;"H.No. 06, Tata Nagar";"Satara";"Inactive"
24417;44722;"45/64, Mane Road";"Nagpur";"Active"
24418;48196;"701
Sehgal Nagar";"Satara";"Active"
24419;10834;"38, Ganesh Marg";"Nagpur";"Inactive"
24420;45950;"80, Ganesh Nagar";"Thane";"Active"
24421;10416;"54
Kalita Road";"Thane";"Active"
24422;12817;"H.No. 462, Cherian Chowk";"Thane";"Active"
24423;32458;"94, Bakshi Path";"Pune";"Inactive"
24424;7924;"H.No. 027, Ghosh Marg";"Nashik";"Active"
24425;12326;"80/241, Trivedi Marg";"Solapur";"Inactive"
24426;35261;"H.No. 144
Sengupta Street";"Aurangabad";"Inactive"
24427;47204;"68/848, Gill Street";"Nagpur";"Active"
24428;34137;"817
Konda Ganj";"Mumbai";"Active"
24429;13591;"34, Koshy";"Pune";"Inactive"
24430;4439;"07/88, Datta Nagar";"Kolhapur";"Active"
24431;25890;"41/208
Sangha Nagar";"Satara";"Inactive"
24432;8629;"H.No. 96
Raja Chowk";"Kolhapur";"Active"
24433;20120;"71/80
Kaul";"Solapur";"Inactive"
24434;6860;"31/591, Wadhwa Street";"Pune";"Inactive"
24435;19278;"31/92, Mander";"Solapur";"Inactive"
24436;45855;"673
Gour Nagar";"Kolhapur";"Active"
24437;48903;"19/644, Varkey Marg";"Kolhapur";"Inactive"
24438;18494;"92
Khanna Circle";"Nagpur";"Active"
24439;43116;"21/83, Divan Ganj";"Nashik";"Inactive"
24440;48652;"H.No. 48, Shenoy";"Mumbai";"Inactive"
24441;16518;"16, Bhalla Nagar";"Aurangabad";"Active"
24442;20946;"982
Pai Path";"Solapur";"Active"
24443;34986;"H.No. 03
Wadhwa Road";"Pune";"Active"
24444;3610;"87
Mukhopadhyay";"Pune";"Inactive"
24445;15213;"H.No. 61, Mutti Circle";"Nagpur";"Active"
24446;46072;"H.No. 50
Mohanty Ganj";"Ahmednagar";"Active"
24447;32063;"68/053
Som Chowk";"Satara";"Inactive"
24448;26283;"229
Bhakta Street";"Thane";"Inactive"
24449;10887;"52/675
Palan Zila";"Solapur";"Active"
24450;37179;"41, Ratta Path";"Thane";"Inactive"
24451;1461;"62, Rajan Circle";"Satara";"Inactive"
24452;26653;"10
Chand Zila";"Nagpur";"Active"
24453;15559;"H.No. 574, Verma Path";"Aurangabad";"Inactive"
24454;42294;"126, Dash Ganj";"Satara";"Inactive"
24455;23514;"36/12
Sane Zila";"Solapur";"Inactive"
24456;21382;"H.No. 41, Aggarwal Road";"Solapur";"Active"
24457;10925;"08/511
Pillay Marg";"Nagpur";"Active"
24458;45617;"01/302, Manne Marg";"Satara";"Inactive"
24459;44905;"00
Pingle Nagar";"Satara";"Inactive"
24460;28794;"254
Lata Street";"Kolhapur";"Inactive"
24461;35822;"74/834, Bhakta Street";"Aurangabad";"Active"
24462;5164;"H.No. 365, Goyal Marg";"Kolhapur";"Inactive"
24463;21698;"56/65
Pal";"Nagpur";"Inactive"
24464;1586;"97/209
Desai Marg";"Satara";"Inactive"
24465;19447;"H.No. 816, Pillai Path";"Thane";"Active"
24466;15266;"71/020
Chawla Path";"Pune";"Active"
24467;8092;"43, Gokhale Marg";"Satara";"Inactive"
24468;23752;"H.No. 47
Sood Path";"Solapur";"Active"
24469;40359;"19, Thaker Zila";"Nagpur";"Inactive"
24470;20403;"01/89, Bali Zila";"Satara";"Inactive"
24471;38188;"069
Grover Path";"Pune";"Active"
24472;31328;"02/45
Rajan Circle";"Thane";"Inactive"
24473;22118;"H.No. 99
Varkey Nagar";"Aurangabad";"Active"
24474;40487;"H.No. 26
Sabharwal Nagar";"Satara";"Inactive"
24475;22156;"94, Walla Circle";"Aurangabad";"Inactive"
24476;45419;"91/07, Sarkar Road";"Satara";"Active"
24477;12894;"H.No. 20
Butala Chowk";"Mumbai";"Active"
24478;8639;"90, Mander Nagar";"Ahmednagar";"Active"
24479;31291;"H.No. 878, Sha Ganj";"Mumbai";"Inactive"
24480;22636;"592
Kapoor Circle";"Pune";"Active"
24481;37149;"95, Behl Zila";"Pune";"Active"
24482;40664;"H.No. 05, Bhardwaj";"Satara";"Active"
24483;44833;"76/347, Patla Marg";"Thane";"Active"
24484;15603;"305
Hegde Road";"Mumbai";"Active"
24485;24027;"90/822
Lall Street";"Pune";"Active"
24486;24029;"115
Ganesan Circle";"Ahmednagar";"Inactive"
24487;33034;"351, Patla";"Pune";"Active"
24488;559;"81/154, Naidu";"Kolhapur";"Inactive"
24489;14172;"184
Upadhyay Nagar";"Ahmednagar";"Active"
24490;42333;"999, Rama Ganj";"Nashik";"Inactive"
24491;4591;"19/209, Sarkar Nagar";"Pune";"Inactive"
24492;43955;"36/940, Desai Street";"Mumbai";"Inactive"
24493;5565;"849
Panchal";"Nagpur";"Active"
24494;13667;"33/46
Singh";"Pune";"Inactive"
24495;1093;"H.No. 06, Dey Path";"Aurangabad";"Inactive"
24496;26600;"H.No. 395, Kumar Ganj";"Satara";"Active"
24497;33194;"79
Vala Zila";"Mumbai";"Inactive"
24498;5759;"49
Bahl Circle";"Nashik";"Active"
24499;11790;"H.No. 991
Koshy Road";"Mumbai";"Inactive"
24500;30596;"H.No. 66, Bhasin";"Thane";"Active"
24501;48732;"97
Zacharia Nagar";"Kolhapur";"Active"
24502;19774;"H.No. 06, Kari Street";"Aurangabad";"Active"
24503;27322;"67, Bir";"Nagpur";"Active"
24504;30171;"27/23
Golla Nagar";"Satara";"Inactive"
24505;23635;"59/872
Baral Circle";"Nagpur";"Active"
24506;13779;"30/90, Contractor Zila";"Kolhapur";"Inactive"
24507;32702;"87, Jhaveri Road";"Aurangabad";"Active"
24508;25921;"05/23
Chatterjee";"Pune";"Active"
24509;47052;"H.No. 727, Rajan Marg";"Satara";"Inactive"
24510;15196;"26/08, Goel Path";"Pune";"Inactive"
24511;4075;"85/69, Ranganathan Nagar";"Satara";"Inactive"
24512;35692;"H.No. 71
Bose";"Kolhapur";"Inactive"
24513;38128;"H.No. 586
Keer Marg";"Nagpur";"Inactive"
24514;16066;"H.No. 840
Gour Zila";"Ahmednagar";"Active"
24515;31424;"358, Rajan Chowk";"Pune";"Inactive"
24516;34769;"808
Agate Zila";"Ahmednagar";"Inactive"
24517;12614;"03/923, Oza Ganj";"Nagpur";"Active"
24518;45508;"H.No. 28, Bir Road";"Nashik";"Inactive"
24519;7722;"82/50, Narayanan Road";"Nagpur";"Inactive"
24520;26117;"H.No. 68, Khurana Nagar";"Thane";"Inactive"
24521;32224;"H.No. 396
Ram Street";"Ahmednagar";"Inactive"
24522;46031;"H.No. 39, Nagar Street";"Nashik";"Active"
24523;25367;"40/292, Khare Chowk";"Pune";"Active"
24524;39118;"04, Bal Ganj";"Aurangabad";"Inactive"
24525;21481;"H.No. 00
Gandhi";"Satara";"Inactive"
24526;40275;"H.No. 27
Nair Circle";"Ahmednagar";"Active"
24527;11323;"H.No. 296
Walla";"Pune";"Active"
24528;22304;"H.No. 504, Sami Nagar";"Nagpur";"Inactive"
24529;22704;"01
Bawa";"Mumbai";"Inactive"
24530;31028;"58, Mangat Ganj";"Nashik";"Active"
24531;24187;"H.No. 298, Prakash Ganj";"Kolhapur";"Inactive"
24532;12482;"H.No. 62
Keer Street";"Kolhapur";"Inactive"
24533;6145;"H.No. 466
Sampath Street";"Solapur";"Active"
24534;22983;"60, Sachar Zila";"Pune";"Inactive"
24535;32990;"758
Munshi Road";"Thane";"Active"
24536;9942;"09/709, Sarna Circle";"Nagpur";"Inactive"
24537;29663;"26/431
Vora Ganj";"Solapur";"Inactive"
24538;43623;"H.No. 088, Koshy Circle";"Nashik";"Active"
24539;49948;"80/732, Sahni Path";"Nashik";"Inactive"
24540;7758;"75/275
Parikh Road";"Pune";"Active"
24541;33508;"70
Saha";"Aurangabad";"Inactive"
24542;32171;"07/356
Narasimhan Marg";"Kolhapur";"Active"
24543;34841;"98
Khalsa Nagar";"Ahmednagar";"Active"
24544;1780;"08, Krish Marg";"Pune";"Inactive"
24545;39426;"87/006, Bumb Path";"Satara";"Inactive"
24546;35074;"85/180, Agrawal Zila";"Pune";"Active"
24547;21166;"06/38
Banik Marg";"Aurangabad";"Active"
24548;448;"251, Talwar Road";"Solapur";"Inactive"
24549;40839;"H.No. 125, Acharya Ganj";"Ahmednagar";"Active"
24550;38945;"309, Din Road";"Satara";"Inactive"
24551;29122;"81/37, Hora Nagar";"Satara";"Inactive"
24552;31918;"H.No. 92
Bassi Path";"Nagpur";"Inactive"
24553;10150;"43/749
Patla Nagar";"Satara";"Inactive"
24554;37431;"52/650
Upadhyay Ganj";"Mumbai";"Inactive"
24555;27680;"H.No. 66
Halder Ganj";"Kolhapur";"Inactive"
24556;43413;"87/12, Walia Circle";"Nashik";"Inactive"
24557;9630;"02/257
Bansal Marg";"Nagpur";"Active"
24558;7551;"44/140, Mutti Nagar";"Kolhapur";"Active"
24559;31589;"72/59
Naik Circle";"Nashik";"Inactive"
24560;26243;"391
Sama Nagar";"Nashik";"Inactive"
24561;24898;"39/67, Rao Circle";"Kolhapur";"Active"
24562;20862;"46/634, Kapur Zila";"Satara";"Active"
24563;38027;"H.No. 918, Wagle Road";"Solapur";"Active"
24564;1687;"16/28
Biswas Nagar";"Mumbai";"Active"
24565;17184;"H.No. 65
Divan Path";"Aurangabad";"Active"
24566;38588;"H.No. 25
Basak Path";"Aurangabad";"Inactive"
24567;21165;"94/193
Kalla Nagar";"Nagpur";"Inactive"
24568;47559;"43
Nagarajan Ganj";"Nashik";"Active"
24569;35058;"H.No. 751, Bal Zila";"Ahmednagar";"Inactive"
24570;49682;"H.No. 523, Minhas Zila";"Ahmednagar";"Active"
24571;1694;"46
Kibe Marg";"Satara";"Active"
24572;24974;"46/86
Sarin Nagar";"Mumbai";"Inactive"
24573;45642;"25/19, Vohra Road";"Pune";"Active"
24574;1647;"94/227
Khanna Nagar";"Aurangabad";"Inactive"
24575;14234;"086
Sampath Chowk";"Mumbai";"Active"
24576;12496;"H.No. 95
Gole Ganj";"Nashik";"Active"
24577;27460;"49/526, Sarna Circle";"Thane";"Inactive"
24578;20486;"H.No. 52, Majumdar Zila";"Aurangabad";"Active"
24579;13521;"H.No. 88, Kannan Nagar";"Thane";"Inactive"
24580;12158;"035, Lal Street";"Satara";"Inactive"
24581;30671;"H.No. 405
Mital";"Aurangabad";"Inactive"
24582;27934;"879, Dara";"Nagpur";"Active"
24583;8531;"H.No. 16, Anand Marg";"Thane";"Inactive"
24584;18064;"H.No. 44
Bajwa Path";"Nashik";"Inactive"
24585;14759;"H.No. 18, Cherian Path";"Pune";"Active"
24586;35287;"30/907
Kalla Zila";"Ahmednagar";"Inactive"
24587;34127;"38/785, Lal";"Mumbai";"Inactive"
24588;45530;"H.No. 26, Vasa Chowk";"Aurangabad";"Active"
24589;41628;"781, Kalla Marg";"Nagpur";"Active"
24590;16198;"27/52, Choudhry Nagar";"Aurangabad";"Inactive"
24591;2974;"53/92
Bhasin Path";"Nagpur";"Active"
24592;33014;"77/88
Saraf";"Satara";"Inactive"
24593;22547;"30
Majumdar Ganj";"Aurangabad";"Active"
24594;3026;"970
Din Ganj";"Pune";"Inactive"
24595;36631;"16
Madan Path";"Ahmednagar";"Inactive"
24596;40677;"15
Thaker";"Aurangabad";"Inactive"
24597;31818;"73
Singh Ganj";"Nagpur";"Active"
24598;32837;"753, Baria Circle";"Satara";"Active"
24599;27274;"H.No. 39, Dixit Circle";"Mumbai";"Active"
24600;20996;"284
Deep Street";"Thane";"Active"
24601;5140;"H.No. 296
Grover Path";"Mumbai";"Inactive"
24602;34301;"H.No. 883
Bajwa Circle";"Nashik";"Active"
24603;12022;"21/642, Tripathi Zila";"Nashik";"Active"
24604;18165;"26, Varkey Street";"Solapur";"Active"
24605;5693;"246
Bose Street";"Ahmednagar";"Active"
24606;37984;"92/790
Bhatti";"Satara";"Inactive"
24607;43546;"H.No. 170
Sachar Marg";"Mumbai";"Inactive"
24608;42015;"690, Balay Marg";"Mumbai";"Inactive"
24609;40620;"H.No. 25, Badami Zila";"Thane";"Inactive"
24610;18007;"H.No. 74, D’Alia Street";"Mumbai";"Active"
24611;39470;"87, Saini Road";"Nashik";"Active"
24612;6895;"H.No. 065, Sem Street";"Kolhapur";"Inactive"
24613;32755;"H.No. 380
Rajagopal";"Pune";"Inactive"
24614;38751;"43/20
Boase Circle";"Satara";"Active"
24615;1961;"72/23, Bhatia Path";"Satara";"Inactive"
24616;22033;"52, Sule Road";"Kolhapur";"Active"
24617;1958;"283, Seshadri Chowk";"Pune";"Inactive"
24618;2541;"H.No. 80
Rama Chowk";"Thane";"Inactive"
24619;5852;"445, Pingle Street";"Thane";"Inactive"
24620;43915;"84/43
Buch Road";"Nashik";"Active"
24621;2861;"40, Chopra Ganj";"Solapur";"Inactive"
24622;42718;"311, Dey Zila";"Kolhapur";"Active"
24623;36868;"289
Maharaj Marg";"Kolhapur";"Inactive"
24624;27002;"864, Bajwa Path";"Thane";"Inactive"
24625;1679;"06/691, Sahni Zila";"Kolhapur";"Inactive"
24626;38521;"28
Dhillon Road";"Pune";"Inactive"
24627;35715;"60/091
Gandhi Chowk";"Pune";"Active"
24628;19620;"816
Korpal Ganj";"Satara";"Inactive"
24629;37726;"H.No. 885, Grewal";"Solapur";"Active"
24630;6252;"H.No. 158
Kunda Street";"Thane";"Inactive"
24631;24812;"98/464, Bajwa Road";"Pune";"Active"
24632;27492;"30/457, Dhillon Path";"Nagpur";"Active"
24633;43893;"28/00
Anand Street";"Ahmednagar";"Active"
24634;11892;"550, Palla Road";"Nagpur";"Active"
24635;14697;"90/07, Yohannan Circle";"Ahmednagar";"Inactive"
24636;40637;"016
Sood Path";"Nashik";"Active"
24637;18084;"70/165
Dewan Road";"Satara";"Inactive"
24638;33934;"66/49, Zacharia Marg";"Nashik";"Active"
24639;23464;"76/97, Chawla Street";"Nashik";"Active"
24640;11905;"H.No. 049
Sandal Nagar";"Satara";"Active"
24641;39419;"200
Bains Path";"Aurangabad";"Inactive"
24642;27318;"H.No. 684
Boase Zila";"Solapur";"Active"
24643;37337;"23
Karnik Zila";"Solapur";"Active"
24644;12622;"H.No. 742
Badal Nagar";"Nagpur";"Inactive"
24645;5014;"H.No. 49, Kaur Nagar";"Pune";"Active"
24646;25878;"071
De Circle";"Mumbai";"Active"
24647;29341;"35/048
Rastogi Chowk";"Nagpur";"Active"
24648;42959;"305
Mandal Nagar";"Pune";"Inactive"
24649;32687;"19
Hayre Marg";"Pune";"Active"
24650;39416;"21/64
Pau Street";"Satara";"Active"
24651;21075;"H.No. 742, Balakrishnan Street";"Satara";"Active"
24652;7210;"H.No. 555, Nagarajan Circle";"Aurangabad";"Active"
24653;15459;"H.No. 256, Som Path";"Aurangabad";"Active"
24654;4091;"80, Nair Path";"Satara";"Inactive"
24655;19261;"957, Jha Marg";"Satara";"Active"
24656;23464;"H.No. 660
Narang Zila";"Mumbai";"Inactive"
24657;22550;"H.No. 477, Soni Ganj";"Aurangabad";"Active"
24658;39255;"H.No. 040
Nagar";"Pune";"Active"
24659;45596;"71/138
Sachdeva Zila";"Satara";"Inactive"
24660;10690;"39/46
Chawla";"Thane";"Active"
24661;49943;"26
Tata Road";"Aurangabad";"Active"
24662;18364;"H.No. 264
Raju Path";"Mumbai";"Inactive"
24663;24331;"996
Raj Chowk";"Pune";"Inactive"
24664;29825;"H.No. 264, Ramaswamy Ganj";"Pune";"Inactive"
24665;10996;"718
Majumdar Ganj";"Ahmednagar";"Active"
24666;28512;"H.No. 36
Chahal Ganj";"Nashik";"Active"
24667;14965;"37/63, Mittal Nagar";"Pune";"Inactive"
24668;35233;"H.No. 90
Dhar Path";"Pune";"Inactive"
24669;18974;"74/33
More Road";"Ahmednagar";"Inactive"
24670;45462;"82/304
Khurana Ganj";"Solapur";"Inactive"
24671;17495;"19/01
Naik Marg";"Satara";"Inactive"
24672;21446;"91/44, Shanker Marg";"Solapur";"Inactive"
24673;24138;"38/262
Lala Circle";"Ahmednagar";"Inactive"
24674;27434;"26/26, Devan Road";"Kolhapur";"Inactive"
24675;9590;"613
Tripathi Path";"Kolhapur";"Active"
24676;49395;"506
Shukla Street";"Kolhapur";"Inactive"
24677;38808;"30, Kadakia Road";"Solapur";"Inactive"
24678;1566;"H.No. 478, Bhakta Marg";"Nagpur";"Inactive"
24679;26965;"108, Dey Ganj";"Nagpur";"Inactive"
24680;31502;"930, Chanda Nagar";"Satara";"Inactive"
24681;9279;"57/27
Pant Marg";"Thane";"Inactive"
24682;16372;"90
Venkatesh Zila";"Solapur";"Inactive"
24683;43510;"H.No. 083, Misra";"Pune";"Inactive"
24684;3998;"67/84
Kunda Circle";"Thane";"Active"
24685;15873;"091, Rama Zila";"Thane";"Inactive"
24686;10881;"H.No. 47
Sule Circle";"Thane";"Inactive"
24687;2074;"37
Doshi Marg";"Solapur";"Active"
24688;13764;"67/77
Batra Road";"Solapur";"Active"
24689;10616;"H.No. 28, Chada Path";"Ahmednagar";"Active"
24690;19426;"73/27, Patel Nagar";"Kolhapur";"Inactive"
24691;36206;"H.No. 67, Bath Street";"Mumbai";"Inactive"
24692;3891;"H.No. 482, Memon Circle";"Solapur";"Inactive"
24693;31516;"62, Kadakia Marg";"Ahmednagar";"Active"
24694;10395;"H.No. 54, Thakkar Path";"Kolhapur";"Inactive"
24695;47185;"24/46
Lad Path";"Nagpur";"Inactive"
24696;6149;"H.No. 60, Vig Street";"Nashik";"Inactive"
24697;48848;"84/02
Narula";"Pune";"Inactive"
24698;17261;"H.No. 50
Krishnan Circle";"Solapur";"Inactive"
24699;49823;"318, Murthy Chowk";"Nagpur";"Inactive"
24700;44673;"H.No. 00, Ahluwalia Chowk";"Solapur";"Active"
24701;19699;"H.No. 489, Ganesh Street";"Ahmednagar";"Active"
24702;44063;"H.No. 116, Sarma Street";"Thane";"Active"
24703;21124;"H.No. 49
Palla Circle";"Nashik";"Active"
24704;5058;"H.No. 83
Salvi Ganj";"Kolhapur";"Active"
24705;47453;"H.No. 600
Chahal Marg";"Nagpur";"Active"
24706;49072;"12
Dhaliwal Zila";"Aurangabad";"Inactive"
24707;1811;"H.No. 74
Talwar Road";"Nashik";"Inactive"
24708;25094;"54/13, Gill Nagar";"Thane";"Active"
24709;48279;"54/338
Salvi Chowk";"Kolhapur";"Active"
24710;16346;"H.No. 394
Salvi";"Aurangabad";"Inactive"
24711;38358;"165, Pingle";"Ahmednagar";"Inactive"
24712;47951;"27, Koshy Path";"Kolhapur";"Inactive"
24713;7443;"56/408, Rajagopalan Road";"Mumbai";"Inactive"
24714;20890;"32
Dhar Marg";"Pune";"Active"
24715;13289;"H.No. 728, Patil Marg";"Nagpur";"Active"
24716;15458;"400, Das Street";"Aurangabad";"Active"
24717;8337;"H.No. 382
Tiwari Circle";"Nagpur";"Inactive"
24718;10352;"44/10
Andra Zila";"Pune";"Active"
24719;8724;"631
Ramanathan Path";"Ahmednagar";"Active"
24720;14211;"05/421
Ramesh Street";"Nashik";"Active"
24721;7950;"H.No. 991, Swamy";"Ahmednagar";"Active"
24722;12595;"H.No. 95
Seshadri Ganj";"Thane";"Inactive"
24723;1399;"25/835, Deol Street";"Nashik";"Inactive"
24724;790;"976
Sethi Chowk";"Solapur";"Active"
24725;43229;"H.No. 81
Vala Chowk";"Pune";"Active"
24726;47398;"54/556
Shere Ganj";"Solapur";"Inactive"
24727;46402;"106
Gola Chowk";"Solapur";"Active"
24728;44446;"75/76, Ahluwalia Marg";"Mumbai";"Active"
24729;13148;"764
Dara Street";"Ahmednagar";"Inactive"
24730;25133;"H.No. 18, Tiwari Path";"Ahmednagar";"Inactive"
24731;6185;"68/284, Butala Marg";"Kolhapur";"Inactive"
24732;6433;"72/99
Gara Path";"Kolhapur";"Inactive"
24733;41976;"32/63
Kalita Ganj";"Solapur";"Active"
24734;19880;"88, Chauhan";"Solapur";"Inactive"
24735;41475;"H.No. 43, Som Chowk";"Pune";"Inactive"
24736;22802;"H.No. 078
Sathe Zila";"Thane";"Active"
24737;22649;"45/007, Rama Circle";"Nagpur";"Active"
24738;36367;"47, Bora Circle";"Kolhapur";"Active"
24739;15540;"49
Rajagopal Zila";"Mumbai";"Inactive"
24740;10774;"84/83, Agarwal Path";"Nashik";"Inactive"
24741;48701;"H.No. 27, Dara Ganj";"Ahmednagar";"Inactive"
24742;1839;"38, Mutti Path";"Ahmednagar";"Inactive"
24743;20295;"37, Subramaniam Chowk";"Aurangabad";"Inactive"
24744;1413;"473, Rai Zila";"Pune";"Active"
24745;9478;"10/521, Warrior Street";"Solapur";"Inactive"
24746;41545;"78/32
Mital Circle";"Ahmednagar";"Inactive"
24747;21291;"H.No. 260
Kurian Path";"Aurangabad";"Inactive"
24748;17137;"02/500
Behl Street";"Kolhapur";"Inactive"
